Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2015,4,13638691000000,-8043078000000,5595613000000,1206533000000,-479379000000,727154000000,310346000000,65182000000,325519000000,1220119000000,-495526000000,724593000000,-17849000000,7730558000000,-3600529000000,4130029000000,-1716555000000,2413474000000,-545035000000,-5403000000,-550438000000,1817310000000,-45726000000,0
2016,1,14617747000000,-8978125000000,5639622000000,961503000000,-459639000000,501864000000,89890000000,80839000000,-43020000000,600901000000,-274355000000,326546000000,110246000000,6705987000000,-2637765000000,4068222000000,-1990741000000,2077481000000,-394924000000,0,-394924000000,1659280000000,-23277000000,0
2016,2,13930011000000,-9367730000000,4562281000000,1059889000000,-403867000000,656022000000,115637000000,131111000000,-48868000000,755724000000,-290924000000,464800000000,948732000000,6829715000000,-3076281000000,3753434000000,-2503233000000,1250201000000,-239368000000,912000000,-238456000000,995235000000,-16510000000,578
2016,3,16643552000000,-10138025000000,6505527000000,1085398000000,-520711000000,564687000000,168823000000,164771000000,23030000000,899676000000,-410152000000,489524000000,145961000000,8062323000000,-3153871000000,4908452000000,-2478185000000,2430267000000,-447680000000,6818000000,-440862000000,1965970000000,-23435000000,0
2016,4,17765985000000,-10735383000000,7030602000000,1393910000000,-612094000000,781816000000,160096000000,56947000000,433645000000,1473494000000,-1013964000000,459530000000,9549000000,8932185000000,-4653962000000,4278223000000,-2301545000000,1976678000000,-415668000000,3283000000,-412385000000,1538589000000,-25704000000,0
2017,1,17648275000000,-10842516000000,6805759000000,1142193000000,-567969000000,574224000000,122425000000,103821000000,-67018000000,475164000000,-264862000000,210302000000,137604000000,7887117000000,-3261856000000,4625261000000,-2348196000000,2277065000000,-431780000000,3635000000,-428145000000,1823679000000,-25241000000,0
2017,2,19014319000000,-11826855000000,7187464000000,1444782000000,-608628000000,836154000000,181185000000,56252000000,50330000000,1017410000000,-286006000000,731404000000,-25669000000,9017120000000,-3618075000000,5399045000000,-3982774000000,1416271000000,-443012000000,4386000000,-438626000000,892009000000,-85636000000,0
2017,3,21151114000000,-12131137000000,9019977000000,1368615000000,-638840000000,729775000000,209600000000,165122000000,32184000000,911843000000,-350637000000,561206000000,163593000000,10881457000000,-3463598000000,7417859000000,-5555963000000,1861896000000,-379449000000,545000000,-378904000000,1505105000000,22113000000,0
2017,4,20868723000000,-12860160000000,8008563000000,1676964000000,-830538000000,846426000000,154078000000,165670000000,308548000000,2190636000000,-414634000000,1776002000000,39373000000,11298660000000,-5024993000000,6273667000000,-3028203000000,3245464000000,-519714000000,24377000000,-495337000000,2681561000000,-68566000000,0
2018,1,22163247000000,-12997607000000,9165640000000,1415907000000,-670651000000,745256000000,214694000000,528741000000,-16671000000,799905000000,-201913000000,597992000000,42695000000,11278347000000,-2779640000000,8498707000000,-6013042000000,2485665000000,-480281000000,15725000000,-464556000000,1978183000000,-42926000000,0
2018,2,22167418000000,-13868119000000,8299299000000,1706365000000,-730348000000,976017000000,222089000000,156443000000,-4209000000,1357162000000,-359411000000,997751000000,74664000000,10722054000000,-4224777000000,6497277000000,-4012697000000,2484580000000,-495449000000,-3843000000,-499292000000,1912556000000,-72732000000,0
2018,3,22179909000000,-14028926000000,8150983000000,1632707000000,-812488000000,820219000000,360678000000,-3252000000,241847000000,1631999000000,-361607000000,1270392000000,25026000000,10865893000000,-4242377000000,6623516000000,-4339726000000,2283790000000,-473056000000,-405000000,-473461000000,1753040000000,-57289000000,0
2018,4,23563444000000,-14223504000000,9339940000000,2046866000000,-1037559000000,1009307000000,242224000000,-36476000000,13110000000,1555794000000,-599203000000,956591000000,99621000000,11624317000000,-4877679000000,6746638000000,-4528170000000,2218468000000,-477842000000,-15519000000,-493361000000,1714090000000,-11017000000,0
2019,1,23492434000000,-14947382000000,8545052000000,1627188000000,-750722000000,876466000000,322487000000,38741000000,-389069000000,1507435000000,-243256000000,1264179000000,47403000000,10705259000000,-2997973000000,7707286000000,-5186551000000,2520735000000,-497003000000,997000000,-496006000000,1969360000000,-55369000000,0
2019,2,25099488000000,-15998300000000,9101188000000,1958394000000,-866452000000,1091942000000,412152000000,48795000000,125164000000,1292748000000,-168753000000,1123995000000,62287000000,11965523000000,-4218138000000,7747385000000,-5559282000000,2188103000000,-442185000000,327000000,-441858000000,1713066000000,-33179000000,851
2019,3,25517995000000,-16766310000000,8751685000000,1943319000000,-892993000000,1050326000000,342412000000,175004000000,-2309000000,1491564000000,-287886000000,1203678000000,67268000000,11588064000000,-3512899000000,8075165000000,-5755970000000,2319195000000,-447610000000,2588000000,-445022000000,1813880000000,-60293000000,0
2019,4,26654366000000,-17057425000000,9596941000000,2362350000000,-1097291000000,1265059000000,417570000000,62964000000,663811000000,2319536000000,-456800000000,1862736000000,37527000000,13906608000000,-6551168000000,7355440000000,-3507245000000,3848195000000,-800921000000,-27528000000,-828449000000,2990245000000,-29501000000,0
2020,1,26535477000000,-17386826000000,9148651000000,1822199000000,-736287000000,1085912000000,418676000000,180340000000,-128871000000,842453000000,-261068000000,581385000000,52763000000,11338856000000,-3483949000000,7854907000000,-6040664000000,1814243000000,-368148000000,-1642000000,-369790000000,1409327000000,-35126000000,0
2020,2,23692738000000,-16743230000000,6949508000000,2029867000000,-851331000000,1178536000000,413375000000,240555000000,797443000000,1371079000000,-252824000000,1118255000000,5266000000,10702938000000,-3961792000000,6741146000000,-4101322000000,2639824000000,-509007000000,5972000000,-503035000000,2066190000000,-70599000000,0
