Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2014,2,3086728000000,-1802858000000,1283870000000,418163000000,-202712000000,215451000000,-21982000000,-25147000000,38532000000,212996000000,-160304000000,52692000000,1467000000,1544883000000,-776290000000,768593000000,-492998000000,275595000000,-53879000000,-6844000000,-60723000000,214872000000,0,0
2014,3,3353513000000,-1749410000000,1604103000000,332440000000,-92392000000,240048000000,7429000000,58104000000,71908000000,260367000000,-168217000000,92150000000,2974000000,2076716000000,-765986000000,1310730000000,-1096485000000,214245000000,-48349000000,-4001000000,-52350000000,161895000000,0,0
2014,4,3316473000000,-1725599000000,1590874000000,376876000000,-144857000000,232019000000,16876000000,24125000000,-63168000000,373791000000,-231426000000,142365000000,0,1943091000000,-1098840000000,844251000000,-590206000000,254045000000,-74642000000,515000000,-74127000000,179918000000,0,0
2015,1,3499680000000,-1638015000000,1861665000000,340884000000,-122305000000,218579000000,-1587000000,62213000000,158744000000,519638000000,-192378000000,327260000000,857000000,2627731000000,-831569000000,1796162000000,-1387958000000,408204000000,-94164000000,-444000000,-94608000000,313596000000,0,0
2015,2,3236679000000,-1512212000000,1724467000000,346875000000,-114396000000,232479000000,12460000000,48292000000,-82632000000,672902000000,-470765000000,202137000000,8299000000,2145502000000,-798700000000,1346802000000,-723193000000,623609000000,-132807000000,-110000000,-132917000000,490692000000,0,0
2015,3,3085915000000,-1525727000000,1560188000000,469807000000,-132760000000,337047000000,-89149000000,66508000000,-36791000000,771950000000,-509899000000,262051000000,0,2099854000000,-904587000000,1195267000000,-675371000000,519896000000,-111910000000,-3831000000,-115741000000,404155000000,0,0
2015,4,3552818000000,-1491257000000,2061561000000,527409000000,-176539000000,350870000000,-113726000000,126564000000,-191550000000,345355000000,-96950000000,248405000000,1659000000,2483783000000,-1161149000000,1322634000000,-837412000000,485222000000,-89686000000,-19770000000,-109456000000,375766000000,0,0
2016,1,3772799000000,-1751073000000,2021726000000,666056000000,-108121000000,557935000000,74960000000,8293000000,134053000000,464857000000,-98651000000,366206000000,80000000,3163253000000,-981994000000,2181259000000,-1598831000000,582428000000,-106675000000,-11000000,-106686000000,475742000000,0,0
2016,2,4025142000000,-1827148000000,2197994000000,436720000000,-132553000000,304167000000,12778000000,78496000000,81476000000,286853000000,-125531000000,161322000000,390000000,2836623000000,-927053000000,1909570000000,-904660000000,1004910000000,-212753000000,-1000000,-212754000000,792156000000,0,0
2016,3,3981168000000,-1968760000000,2012408000000,643052000000,-143710000000,499342000000,73831000000,38260000000,105990000000,291797000000,-208708000000,83089000000,0,2812920000000,-1094092000000,1718828000000,-441972000000,1276856000000,-254518000000,0,-254518000000,1022338000000,0,0
2016,4,3961531000000,-2046875000000,1914656000000,622863000000,-223291000000,399572000000,78632000000,49997000000,110353000000,802151000000,-224509000000,577642000000,0,3130852000000,-1281923000000,1848929000000,-716483000000,1132446000000,-228430000000,0,-228430000000,904016000000,0,0
2017,1,4401732000000,-2217555000000,2184177000000,643490000000,-97524000000,545966000000,88836000000,174589000000,93406000000,271433000000,-38203000000,233230000000,355192000000,3675396000000,-1080393000000,2595003000000,-1270236000000,1324767000000,-265464000000,0,-265464000000,1059303000000,0,0
2017,2,4420839000000,-2198923000000,2221916000000,705434000000,-205057000000,500377000000,30347000000,105023000000,100679000000,578639000000,-47412000000,531227000000,0,3489569000000,-971639000000,2517930000000,-1108649000000,1409281000000,-264489000000,-19826000000,-284315000000,1124966000000,0,0
2017,3,4164100000000,-2108740000000,2055360000000,746698000000,-102905000000,643793000000,84240000000,94686000000,300067000000,400123000000,-96904000000,303219000000,271000000,3481636000000,-1218247000000,2263389000000,-157064000000,2106325000000,-399265000000,-860000000,-400125000000,1706200000000,0,0
2017,4,4607833000000,-2138874000000,2468959000000,2424063000000,-176868000000,2247195000000,75162000000,22432000000,361608000000,713230000000,-66015000000,647215000000,63000000,5822634000000,-1553432000000,4269202000000,-1073277000000,3195925000000,-635598000000,-5200000000,-640798000000,2555127000000,0,0
2018,1,4980055000000,-2433383000000,2546672000000,660317000000,-168622000000,491695000000,45317000000,10562000000,441802000000,370198000000,-140894000000,229304000000,894428000000,4659780000000,-1267035000000,3392745000000,-823960000000,2568785000000,-517983000000,-1773000000,-519756000000,2049029000000,0,0
2018,2,4916458000000,-2412512000000,2503946000000,869954000000,-182030000000,687924000000,152927000000,-12145000000,301222000000,549731000000,-185934000000,363797000000,275000000,3997946000000,-1150302000000,2847644000000,-219961000000,2627683000000,-526935000000,0,-526935000000,2100748000000,0,0
2018,3,5677781000000,-2560876000000,3116905000000,1171873000000,-239737000000,932136000000,48455000000,116620000000,-39389000000,875759000000,-415343000000,460416000000,0,4635143000000,-1314671000000,3320472000000,-742614000000,2577858000000,-518294000000,0,-518294000000,2059564000000,0,0
2018,4,5576449000000,-2617437000000,2959012000000,1750460000000,-327861000000,1422599000000,-12948000000,53396000000,52930000000,1351481000000,-771105000000,580376000000,0,5055365000000,-2108849000000,2946516000000,-59710000000,2886806000000,-622057000000,0,-622057000000,2253527000000,-11222000000,0
2019,1,6073781000000,-2643365000000,3430416000000,817225000000,-319303000000,497922000000,9162000000,84597000000,63970000000,948587000000,-642875000000,305712000000,34000000,4391813000000,-1607495000000,2784318000000,-167329000000,2616989000000,-524880000000,0,-524880000000,2082825000000,-9284000000,0
2019,2,5938821000000,-2740307000000,3198514000000,1103348000000,-347037000000,756311000000,110905000000,69254000000,86393000000,1007293000000,-538252000000,469041000000,146000000,4690564000000,-1573878000000,3116686000000,-71981000000,3044705000000,-612023000000,0,-612023000000,2408839000000,-23843000000,0
2019,3,6272798000000,-2650732000000,3622066000000,1204502000000,-466376000000,738126000000,18069000000,111482000000,445702000000,978914000000,-559784000000,419130000000,4016000000,5358591000000,-1794313000000,3564278000000,-365730000000,3198548000000,-615956000000,0,-615956000000,2554229000000,-28363000000,0
2019,4,6628302000000,-2724093000000,3904209000000,1861972000000,-498339000000,1363633000000,-33555000000,132331000000,647694000000,1490285000000,-877440000000,612845000000,20000000,6627177000000,-2336823000000,4290354000000,-312328000000,3978026000000,-859200000000,0,-859200000000,3029246000000,-89580000000,0
2020,1,7004186000000,-2791774000000,4212412000000,1309379000000,-447378000000,862001000000,-28303000000,73326000000,557197000000,1172031000000,-818200000000,353831000000,0,6030464000000,-2137714000000,3892750000000,-772020000000,3120730000000,-615076000000,0,-615076000000,2455892000000,-49762000000,0
2020,2,6630891000000,-2695513000000,3935378000000,1523122000000,-410497000000,1112625000000,-30213000000,92559000000,235223000000,1269814000000,-862058000000,407756000000,39000000,5753367000000,-1697493000000,4055874000000,-439031000000,3616843000000,-727848000000,0,-727848000000,2816879000000,-72116000000,0
