Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2013,2,537372488118,-230351339769,307021148349,1626714558,-3617691961,-1990977403,148191427,-789416950,0,1003101581,-762696923,240404658,72522591,304701872672,-147777683274,156924189398,-43178558413,113745630985,-28418277099,0,-28418277099,85327353886,0,0
2013,3,564649031044,-277848214003,286800817041,1747013047,1373109308,3120122355,2174437265,789416950,-53869388207,11355485966,-93783023,11261702943,50000000000,300277108347,-150259525339,150017583008,-2535211886,147482371122,-24021066773,0,-24021066773,123461304349,0,411
2013,4,707719326789,-552052081715,155667245074,2002058993,-1087266948,914792045,-1982631211,0,-4310187857,1894587526,-536868961,1357718565,22800000000,174446936616,-104150873785,70296062831,-36716416090,33579646741,-2891328549,0,-2891328549,30688318192,0,103
2014,1,552928202405,-341021690804,211906511601,1850269905,-1568070621,282199284,2626003077,0,-8414314136,58917829321,-116356978,58801472343,4178000000,269379872169,-139730443152,129649429017,-798494694,128850934323,-27397619674,0,-27397619674,101453314649,0,0
2014,2,545176371849,-327903226656,217273145193,971810610,-2011709391,-1039898781,1204663318,44686906872,8414314136,-55094757682,-7199758560,-62294516242,0,208244614496,-123663368859,84581245637,-8744262476,75836983161,-16668809005,0,-16668809005,59168174156,0,0
2014,3,484829909084,-308157893702,176672015382,1431355049,-1176105079,255249970,-512360227,0,-4498937602,5961847707,-3249273403,2712574304,106675000,174735216827,-103992573353,70742643474,-20139738629,50602904845,-11125243800,0,-11125243800,39477661045,0,0
2014,4,501230951859,-324046188838,177184763021,1749564436,-1610114909,139449527,-4563306168,0,821306731,6636866097,-2620611059,4016255038,325000,177598793149,-157929614636,19669178513,-48419675994,-28750497481,-1029558986,0,-1029558986,-29780056467,0,0
2015,1,491363000000,-290532000000,200831000000,1908000000,-1844000000,64000000,-1097000000,0,10931000000,3228000000,-1133000000,2095000000,6721000000,219545000000,-125702000000,93843000000,0,93843000000,-20889000000,0,-20889000000,72954000000,0,0
2015,2,534107000000,-324094000000,210013000000,3094000000,-547000000,2547000000,1838000000,0,0,8985000000,-1512000000,7473000000,0,221871000000,-139409000000,82462000000,-18090000000,64372000000,-13898000000,0,-13898000000,50474000000,0,0
2015,3,543427000000,-348136000000,195291000000,4003000000,-995000000,3008000000,1551000000,0,274000000,5352000000,-3390000000,1962000000,0,202086000000,-126956000000,75130000000,-47514000000,27616000000,-6064000000,0,-6064000000,21552000000,0,0
2015,4,540799000000,-324374000000,216425000000,4591000000,-1163000000,3428000000,-13356000000,0,-2561000000,6731000000,-4927000000,1804000000,0,205740000000,-179856000000,25884000000,-55000000,25829000000,-5574000000,0,-5574000000,20255000000,0,0
2016,1,532954000000,-337696000000,195258000000,7252000000,-670000000,6582000000,2730000000,0,-129000000,2925000000,-677000000,2248000000,6701000000,213390000000,-130283000000,83107000000,-18463000000,64644000000,0,0,0,64644000000,0,0
2016,2,546527000000,-366056000000,180471000000,8318000000,-1371000000,6947000000,3508000000,0,-44867000000,16172000000,-4807000000,11365000000,473000000,157897000000,-185057000000,-27160000000,-8785000000,-35945000000,-6251000000,0,-6251000000,-42196000000,0,0
2016,3,585152000000,-413078000000,172074000000,9385000000,-2172000000,7213000000,1233000000,0,8661000000,9011000000,-3506000000,5505000000,0,194686000000,-153629000000,41057000000,-49953000000,-8896000000,0,0,0,-8896000000,0,0
2016,4,629372000000,-391238000000,238134000000,6857000000,-2618000000,4239000000,-988000000,0,102447000000,21508000000,-5968000000,15540000000,0,359372000000,-212711000000,146661000000,-14828000000,131833000000,-24395000000,0,-24395000000,107438000000,0,0
2017,1,652669000000,-432426000000,220243000000,11302000000,-1279000000,10023000000,277000000,0,2075000000,2436000000,-2489000000,-53000000,0,232565000000,-155137000000,77428000000,-5053000000,72375000000,-14196000000,0,-14196000000,58179000000,0,0
2017,2,732199000000,-454395000000,277804000000,12543000000,-1524000000,11019000000,3052000000,0,5967000000,20691000000,-4028000000,16663000000,445000000,314950000000,-228791000000,86159000000,-25958000000,60201000000,-12662000000,0,-12662000000,47539000000,0,0
2017,3,745679000000,-476009000000,269670000000,15057000000,-2029000000,13028000000,-573000000,0,2867000000,7342000000,-4322000000,3020000000,0,288012000000,-209351000000,78661000000,-24167000000,54494000000,-11096000000,0,-11096000000,43398000000,0,0
2017,4,778695000000,-500295000000,278400000000,31498000000,-7122000000,24376000000,877000000,0,-15042000000,11753000000,-4938000000,6815000000,0,295426000000,-216732000000,78694000000,-10752000000,67942000000,-13766000000,0,-13766000000,54176000000,0,0
2018,1,733819000000,-520494000000,213325000000,15109000000,-2271000000,12838000000,2396000000,0,43469000000,3728000000,-905000000,2823000000,0,274851000000,-200519000000,74332000000,-534000000,73798000000,-14717000000,0,-14717000000,59081000000,0,0
2018,2,763413000000,-515389000000,248024000000,15946000000,-3301000000,12645000000,769000000,0,33251000000,5007000000,-1941000000,3066000000,0,297755000000,-204995000000,92760000000,-19026000000,73734000000,-15000000000,0,-15000000000,58734000000,0,0
2018,3,810677000000,-552560000000,258117000000,18743000000,-4258000000,14485000000,8696000000,0,29259000000,12100000000,-2838000000,9262000000,724000000,320543000000,-240788000000,79755000000,-4839000000,74916000000,-14921000000,0,-14921000000,59995000000,0,0
2018,4,856900000000,-608322000000,248578000000,85650000000,-8081000000,77569000000,-235000000,0,10811000000,21793000000,-3147000000,18646000000,0,355369000000,-269026000000,86343000000,-12738000000,73605000000,-14749000000,0,-14749000000,58856000000,0,0
2019,1,889077000000,-617976000000,271101000000,15679000000,-3280000000,12399000000,1532000000,0,0,4376000000,-563000000,3813000000,0,288845000000,-212721000000,76124000000,-1837000000,74287000000,-14923000000,0,-14923000000,59364000000,0,0
2019,2,931156000000,-616937000000,314219000000,22684000000,-4702000000,17982000000,14861000000,0,6822000000,13222000000,-2593000000,10629000000,835000000,365348000000,-268510000000,96838000000,-22642000000,74196000000,-14763000000,0,-14763000000,59433000000,0,0
2019,3,953057000000,-646192000000,306865000000,23853000000,-4263000000,19590000000,4611000000,0,35187000000,8081000000,-2065000000,6016000000,0,372269000000,-266948000000,105321000000,-17999000000,87322000000,-18403000000,0,-18403000000,68919000000,0,0
2019,4,1124578000000,-1008893000000,115685000000,29972000000,-4609000000,25363000000,7627000000,0,19929000000,9638000000,-2987000000,6651000000,0,175255000000,-292330000000,-117075000000,-32809000000,-149884000000,29842000000,0,29842000000,-120042000000,0,0
2020,1,999407000000,-703438000000,295969000000,22228000000,-2921000000,19307000000,8788000000,0,0,60954000000,-1279000000,59675000000,0,383739000000,-257844000000,125895000000,-68827000000,57068000000,-11505000000,0,-11505000000,45563000000,0,0
2020,2,985553000000,-731418000000,254135000000,19717000000,-3381000000,16336000000,10066000000,0,37980000000,5569000000,-2280000000,3289000000,891000000,322697000000,-266876000000,55821000000,-10173000000,45648000000,-9052000000,0,-9052000000,36596000000,0,0
