Year,Quarter,Gross written premium,Reinsurance premium assumed,Deductions,Reinsurance premium ceded,Premium deductions,Premium returns,Other deductions,Increase in unearned premium reserve and techinical reserve,Commission on reinsurance ceded,Other income,Income on reinsurance assumed,Income on reinsurance ceded,Income from other acitvites,Net sales from insurance business,Claim and maturity payment expenses,Claim expenses for reinsurance assumed,Deductions,Recoveries form reinsurance ceded,Subrogation recoveries,Salvages,Claim expenses on retained risks,Claim expenses using catastrophe reserve,Increase/(decrease) in claim reserve,Provision for catastrophe reserve,Other insurance operating expenses,Other underwriting expenses,Commissions,Expense of recourse against the third party,Expense of handling fully-indemnified goods,Risk minimization expenses,"Loss adjusting fee, risk assessment",Others,Other reinsurance assumed expenses,Other reinsurance ceded expenses,Other direct insurance operating expenses,Total direct insurance operating expenses,Gross insurance operating profit,Income from banking activities,Expenses from banking activities,Net operating income from banking activities,Revenue from other activities,Expenses from other activities,Net operating income from other activities,Selling expenses,General and administrative expenses,General and administrative expenses of insurance operation,General and administrative expenses of banking operation,General and administrative expenses of others operation,Net operating profit from insurance operation,Net profit from bank operation,Net profit from others operation,Income from financial activites,of which: interest expenses,Profit from financial activities,Other incomes,Other expenses,Net other profit,Shares of the profit of associates and joint ventures,Profit before tax,Equalisation reserve,Enterprise income tax for the year,Profit after tax,Minority Interest,Net profit attributable to shareholders of the group,Earnings per share
2017,2,0,397833292777,-271239864640,-269614980352,-1624884288,0,0,0,56994709224,8777183532,0,0,8777183532,199099395260,-268302188192,0,0,0,0,0,-65581949718,-8337877414,14566339917,4491328044,-95169300102,-95169300102,-84689471681,0,0,0,0,-10479828421,0,0,0,-150031459273,49067935987,0,0,0,0,0,0,0,-29556222800,-29556222800,0,0,19511713187,0,0,64234361794,-13705436172,50528925622,3698531972,-640246649,3058285323,6720917365,79819841497,10425040863,-23527174907,66717707453,-162081501,66879788954,494
2017,3,0,383437611581,-268158275566,-264411398394,-3746877172,0,0,0,52389910782,104581867583,0,0,104581867583,285776689591,-215320368362,0,0,0,0,0,-49478847757,-3570786397,-9873513115,0,-183864248810,-183864248810,-78595329341,0,0,0,0,-105268919469,0,0,0,-246787396079,38989293512,0,0,0,0,0,0,0,-21375048422,-21375048422,0,0,17614245090,0,0,94748596480,-22842480969,71906115511,3608933838,-623743691,2985190147,7856351678,100361902426,0,-17291912579,83069989847,-170729391,83240719238,618
2017,4,0,418624484847,-249664967231,-228686731024,-20978236207,0,0,0,54011907800,-16688352367,0,0,-16688352367,200928947535,-216737210893,0,0,0,0,0,-69975814543,0,-35500206064,13067767941,-96370001826,-96370001826,-109065785542,0,0,0,0,12695783716,0,0,0,-188778254492,12150693043,0,0,0,0,0,0,0,-4543052202,-4543052202,0,0,7607640841,0,0,67068920676,-25323864431,41745056245,2910973152,-675358360,2235614792,7984163345,59572475223,0,-10623303471,48949171752,980333436,47968838316,355
2018,1,0,391452600779,-257406281556,-249805573023,-7600708533,0,0,0,53552844856,80512621891,0,0,80512621891,277335007637,-198153965345,0,0,0,0,0,-38155642768,0,-19776466892,-2853871286,-177414154028,-177414154028,-88060859127,0,0,0,0,-89353294901,0,0,0,-238200134974,39134872663,0,0,0,0,0,0,0,-18272996139,-18272996139,0,0,20861876524,0,0,61707004654,-14366185266,47340819388,2837593291,-587867679,2249725612,6775788003,77228209527,0,-10749715702,66478493825,-151122726,66629616551,495
2018,2,0,500397157157,-294689180120,-323966382734,29277202614,0,0,0,61144625924,-69484367978,0,0,-69484367978,151871918830,-202303029498,0,0,0,0,0,-63870354066,-6416645385,-17265323240,2853871286,-37062937084,-37062937084,-107913630318,0,0,0,0,70850693234,0,0,0,-121761388489,30110530341,0,0,0,0,0,0,0,-24603582979,-24603582979,0,0,5506947362,0,0,88098565650,-23490266180,64608299470,3486121518,-6273387035,-2787265517,16957514896,84285496211,0,-12988513186,71296983025,-150020999,71447004024,529
2018,3,0,554195639765,-281212395627,-295986197204,14773801577,0,0,0,59387336922,28670949611,0,0,28670949611,290650741101,-248084369269,0,0,0,0,0,-82047849201,0,-33888191195,-5003483624,-160940116656,-160940116656,-139764967708,0,0,0,0,-21175148948,0,0,0,-281879640676,8771100425,0,0,0,0,0,0,0,-16963942252,-16963942252,0,0,-8192841827,0,0,88843963530,-19153354657,69690608873,13566497003,-333135135,13233361868,17059231900,91790360814,0,-13212379669,78577981145,-235487837,78813468982,587
2018,4,0,356672834755,-207286705277,-148218932932,-59067772345,0,0,0,46327870065,3534833389,0,0,3534833389,226491570535,-141007789520,0,0,0,0,0,-80180562849,0,8231980889,14377229183,-111847552824,-111847552824,-108459843966,0,0,0,0,-3387708858,0,0,0,-169418905601,57072664934,0,0,0,0,0,0,0,-19468023893,-19468023893,0,0,37604641041,0,0,103140880371,-48782674199,54358206172,3216736909,-634651287,2582085622,10571645842,105116578677,0,-19421085249,85695493428,5888423024,79807070404,593
2019,1,0,508145612654,-293864789915,-333483033424,39618243509,0,0,0,68098638088,11942778177,0,0,11942778177,265946318380,-333794263431,0,0,0,0,0,-74908369949,0,-22860797659,-1737507891,-139035661749,-139035661749,-126988035223,0,0,0,0,-12047626526,0,0,0,-238542337248,27403981132,0,0,0,0,0,0,0,-16029608106,-16029608106,0,0,11374373026,0,0,67788012478,-6170999418,61617013060,3466363369,-768928469,2697434900,12865414493,88554235479,0,-13096914638,75457320841,-226003701,75683324542,563
2019,2,0,668566819137,-221810373530,-187177494883,-34632878647,0,0,0,47451590467,8962768994,0,0,8962768994,398578819400,-163193271451,0,0,0,0,0,-86589102690,-6543226003,-40670316338,1737507891,-270925622461,-270925622461,-266476427487,0,0,0,0,-4449194974,0,0,0,-402990759601,-4411940201,0,0,0,0,0,0,0,-17193961747,-17193961747,0,0,-21605901948,0,0,78727567847,-6472736531,72254831316,3705574835,-688067577,3017507258,12810103797,66476540423,0,-10251482649,56225057774,-550054756,56775112530,418
2019,3,0,676173361991,-276460024752,-297599357855,21139333103,0,0,0,56259205581,3822221364,0,0,3822221364,347313117422,-294317575952,0,0,0,0,0,-123649955692,6543226003,-22446490369,-10319221550,-172220205065,-172220205065,-169149273778,0,0,0,0,-3070931287,0,0,0,-322092646673,25220470749,0,0,0,0,0,0,0,-23737848814,-23737848814,0,0,1482621935,0,0,94695417051,-19001309574,75694107477,3795575019,-599900289,3195674730,6290363424,86662767566,0,-16444377242,70218390324,-139159174,70357549498,521
2019,4,0,368362500460,-233489126076,-212018728074,-21470398002,0,0,0,50632665487,-3071178494,0,0,-3071178494,224699650351,-284622454878,0,0,0,0,0,-121057005744,0,13863748959,44446510064,-113516852272,-113516852272,-106356885268,0,0,0,0,-7159967004,0,0,0,-176263598993,48436051358,0,0,0,0,0,0,0,-9103923162,-9103923162,0,0,39332128196,0,0,79887698220,-25142188962,54745509258,4502903994,-729677717,3773226277,4653422738,102504286469,0,-17772095756,84732190713,-546486337,85278677050,632
2020,1,630084610315,0,-242103086121,-227013997816,-15089088305,0,0,0,53266801273,9113901567,0,0,9113901567,412870455336,-216468158346,0,0,0,0,0,-79573302208,0,-9805704309,-4026700364,-275636920417,-275636920417,-261483219634,0,0,0,0,-14153700783,0,0,0,-369042627298,43827828038,0,0,0,0,0,0,0,-30385558103,-30385558103,0,0,13442269935,0,0,67561711063,-70964993481,-3403282418,2352689484,-542174064,1810515420,11325411909,23174914846,0,-1487215089,21687699757,-195933485,21883633242,157
2020,2,0,809205315614,-284877754699,-313500317013,28622562314,0,0,0,62604508225,3239374733,0,0,3239374733,460079393868,-377414624576,0,0,0,0,0,-136700480928,0,34481800794,-4930302463,-336736040016,-336736040016,-332792010225,0,0,0,0,-3944029791,0,0,0,-443885022613,16194371255,0,0,0,0,0,0,0,-8585954941,-8585954941,0,0,7608416314,0,0,58218699694,44558097654,102776797348,1914412027,-457868769,1456543258,7506410496,119348167416,0,-21848015278,97500152138,-135117122,97635269260,713
