Year,Quarter,Gross written premium,Reinsurance premium assumed,Deductions,Reinsurance premium ceded,Premium deductions,Premium returns,Other deductions,Increase in unearned premium reserve and techinical reserve,Commission on reinsurance ceded,Other income,Income on reinsurance assumed,Income on reinsurance ceded,Income from other acitvites,Net sales from insurance business,Claim and maturity payment expenses,Claim expenses for reinsurance assumed,Deductions,Recoveries form reinsurance ceded,Subrogation recoveries,Salvages,Claim expenses on retained risks,Claim expenses using catastrophe reserve,Increase/(decrease) in claim reserve,Provision for catastrophe reserve,Other insurance operating expenses,Other underwriting expenses,Commissions,Expense of recourse against the third party,Expense of handling fully-indemnified goods,Risk minimization expenses,"Loss adjusting fee, risk assessment",Others,Other reinsurance assumed expenses,Other reinsurance ceded expenses,Other direct insurance operating expenses,Total direct insurance operating expenses,Gross insurance operating profit,Income from banking activities,Expenses from banking activities,Net operating income from banking activities,Revenue from other activities,Expenses from other activities,Net operating income from other activities,Selling expenses,General and administrative expenses,General and administrative expenses of insurance operation,General and administrative expenses of banking operation,General and administrative expenses of others operation,Net operating profit from insurance operation,Net profit from bank operation,Net profit from others operation,Income from financial activites,of which: interest expenses,Profit from financial activities,Other incomes,Other expenses,Net other profit,Shares of the profit of associates and joint ventures,Profit before tax,Equalisation reserve,Enterprise income tax for the year,Profit after tax,Minority Interest,Net profit attributable to shareholders of the group,Earnings per share
2017,2,1866618753198,202297779329,-1142450203118,-812880218801,-329569984317,0,0,0,194728304668,6074797998,0,0,6074797998,1127269432075,-534787944141,-126460003390,1357740849,0,224071675,1133669174,-473351050185,24390706834,5100590098,-31631451899,-513738755154,-408028972550,-36363219418,0,0,0,0,-371665753132,-93085687246,-12624095358,0,-989229960306,138039471769,0,0,0,42849727842,-37468867484,5380860358,0,-119525235968,-119525235968,0,0,18514235801,0,5380860358,185634166178,-21849440235,163784725943,1526961421,-965154423,561806998,0,188241629100,0,-32372991196,155868637904,10682613496,145186024408,648
2017,3,1462921331522,154512596711,-676714267534,-895029346183,218315078649,0,0,0,200396628315,5522896563,0,0,5522896563,1146639185577,-764030482896,-92161878735,-308132960222,-309773532189,1069946717,570625250,-492533861798,0,22217698982,-26887993347,-535240167915,-475566367645,-29165002396,0,0,0,0,-446401365249,-50313035218,-9360765052,0,-1032444324078,114194861499,0,0,0,31438089471,-25451308055,5986781416,0,-115185495440,-115185495440,0,0,-990633941,0,5986781416,182790567934,7047773055,189838340989,4831498751,-3369907480,1461591271,0,196296079735,-84338638311,41009042644,152966484068,6188565342,146777918726,602
2017,4,1678878573800,172947299072,-811810395309,-914331842340,102521447031,0,0,0,198050209414,4039446655,0,0,4039446655,1242105133632,-995890015121,-85347325264,12614974264,0,9650427504,2964546760,-484568196931,43105839592,5237182022,-25199394398,-607174010072,-536526400102,-40288890183,0,0,0,0,-496237509919,-54005686791,-16641923179,0,-1068598579787,173506553845,0,0,0,40760921208,-69626040168,-28865118960,0,-139546353229,-139546353229,0,0,33960200616,0,-28865118960,199136924964,-40947828627,158189096337,2686621695,-1757920364,928701331,0,164212879324,0,-41040247969,123172631355,15443762099,107728869256,445
2018,1,1939894389061,165947535721,-1149923984570,-771669125552,-378254859018,0,0,0,155592514509,8104349999,0,0,8104349999,1119614804720,-1286299622283,-73472636736,2570694643,0,133654005,2437040638,-370230834518,16210761926,-84926515547,-33989505990,-479075982741,-444109988103,-37481812241,0,0,0,0,-406628175862,-20557204117,-14408790521,0,-952012076870,167602727850,0,0,0,42328787427,-28468535613,13860251814,0,-130235374623,-130235374623,0,0,37367353227,0,13860251814,169109689915,-21798505470,147311184445,9093904029,-328652850,8765251179,0,207304040665,0,-35511800599,171792240066,9796281062,161995959004,668
2018,2,1683534830924,140212977439,-916194409889,-793496809084,-122697600805,0,0,0,172662105241,846558519,0,0,846558519,1081062062234,-805874515486,-147966415721,2026160018,0,466452627,1559707391,-381783728443,0,-22743273984,-22500365597,-547515005131,-459513395633,-32227271322,0,0,0,0,-427286124311,-73844215660,-14157393838,0,-974542373155,106519689079,0,0,0,113572390002,-87448769340,26123620662,0,-108455296058,-108455296058,0,0,-1935606979,0,26123620662,212865466137,-137247072494,75618393643,867304916,-428052698,439252218,0,100245659544,0,-27709947027,72535712517,6218366957,66317345560,269
2018,3,1834273443770,157791173979,-1148315370783,-1012168191615,-136147179168,0,0,0,179933786015,5273789061,0,0,5273789061,1028956822042,-856551939936,-104680466448,4689996177,0,4210487749,479508428,-375079926189,10000000000,29979761042,-24312856572,-527234603617,-495643367190,-32809044579,0,0,0,0,-462834322611,-14777760692,-16813475735,0,-886647625336,142309196706,0,0,0,899827956746,-762571703039,137256253707,0,-120633098467,-120633098467,0,0,21676098239,0,137256253707,161273544713,-32546225158,128727319555,1355428983,-1254560402,100868581,0,287760540082,0,-53722632847,234037907235,15172996886,218864910349,882
2018,4,1414063031761,128547138829,-677769916236,-1092891536540,415121620304,0,0,0,214974049553,5523084050,0,0,5523084050,1085337387957,-880557908559,-98968907717,5322580288,0,2063172166,3259408122,-409103590754,282703695,36607224927,-20311576079,-591461808073,-540232927933,-42687906989,0,0,0,0,-497545020944,-40671300880,-10557579260,0,-983987046284,101350341673,0,0,0,327510292502,-258636338518,68873953984,0,-141191411647,-141191411647,0,0,-39841069974,0,68873953984,196759788443,-74380247552,122379540891,-1515004505,1032625372,-482379133,0,150930045768,0,-40448166731,110481879037,6303362989,104178516048,413
2019,1,2191878276154,193156611397,-1513427642548,-1018313908803,-495113733745,0,0,0,211137275584,5941796575,0,0,5941796575,1088686317162,-549634845309,-45413684311,2039968034,0,101462945,1938505089,-282595680690,0,-57281480297,-32386441155,-556735510239,-492666129038,-41210010948,0,0,0,0,-451456118090,-50951271023,-13118110178,0,-928999112381,159687204781,0,0,0,529885642115,-448742596174,81143045941,0,-105367243666,-105367243666,0,0,54319961115,0,81143045941,170322826059,-12737097085,157585728974,378383446,-98819688,279563758,0,293328299788,0,-54582979234,238745320554,13347737679,225397582875,897
2019,2,1784702822004,177557939652,-1061180137754,-845176906309,-216003231445,0,0,0,180675085746,5014791616,0,0,5014791616,1086770501264,-689297122154,-7398852842,817810145,0,454089829,363720316,-371759693250,20000000000,-87196781769,-28481978163,-435541522180,-389036395321,-49282446230,0,0,0,0,-339753949091,-28073693527,-18431433332,0,-902979975362,183790525902,0,0,0,617280237247,-532182706408,85097530839,0,-157077775706,-157077775706,0,0,26712750196,0,85097530839,212231917812,-24460418816,187771498996,1039181053,-1058458099,-19277046,0,299562502985,0,-66870238185,232692264800,13966389117,218725875683,871
2019,3,1793836146702,178430036107,-1112636678312,-1128327050459,15690372147,0,0,0,188167736378,7135044671,0,0,7135044671,1054932285546,-788571283199,-52680522484,16597505718,0,15441198282,1156307436,-330797167699,35000000000,-99784659904,-26601210759,-486330637193,-423934649224,-73633163404,0,0,0,0,-350301485820,-46948022880,-15447965089,0,-908513675555,146418609991,0,0,0,187871447529,-151593721086,36277726443,0,-107410145698,-107410145698,0,0,39008464293,0,36277726443,181003167658,-53653545456,127349622202,519572706,-682892864,-163320158,0,202472492780,0,-38877313909,163595178871,7482182626,156112996245,546
2019,4,1524717285875,152624587677,-716084518190,-1195192396126,479107877936,0,0,0,187944305555,4990168162,0,0,4990168162,1154191829079,-1262395204653,-100160937849,6892455011,0,1126057821,5766397190,-515676593695,41000000000,31997343248,-28269520878,-525386845115,-477018316406,-80070534478,0,0,0,0,-396947781928,-36085425756,-12283102953,0,-996335616440,157856212639,0,0,0,206633607100,-311435830396,-104802223296,0,-61818201784,-61818201784,0,0,96038010855,0,-104802223296,205319635728,-44892604689,160427031039,2801160951,-1855722944,945438007,0,152608256605,0,-26452266289,126155990316,8178381397,117977608919,470
2020,1,2241637698650,203257842834,-1547703994359,-1120315942486,-427388051873,0,0,0,240447891399,13807239114,0,0,13807239114,1151446677638,-559757305740,-36792542644,6616538790,0,1142302925,5474235865,-284605826277,0,-68826054767,-32094947961,-577085329041,-460018924227,-80495556211,0,0,0,0,-379523368016,-98133043300,-18933361514,0,-962612158046,188834519592,0,0,0,89088802879,-64778901765,24309901114,0,-120549146424,-120549146424,0,0,68285373168,0,24309901114,181945770305,-134401422098,47544348207,539194757,-603945468,-64750711,0,140074871778,0,-45961939451,94112932327,5010975430,89101956897,366
2020,2,1799092140443,195551448604,-1137633948839,-1079357312932,-58276635907,0,0,0,240565703483,6594769000,0,0,6594769000,1104170112691,-717688113478,-154970798935,2175050995,0,273090067,1901960928,-448638760081,12000000000,106537849520,-28531034676,-497249612460,-422468943992,-81754852859,0,0,0,0,-340714091133,-64609863995,-10170804473,0,-855881557697,248288554994,0,0,0,50852280694,-20659492028,30192788666,0,-118735324202,-118735324202,0,0,129553230792,0,30192788666,185490232554,77736826755,263227059309,1518103967,-631218365,886885602,0,423859964369,0,-65691111511,358168852858,17522152442,340646700416,1433
