ticker,name,exchange,industry,sector,RevenueGrowth1Y,QuickRatioQ,ProfitAfTaxGrowthQ,NetRevenueGrowthQ,EquityGrowthQ,EquityGrowthY,TotAssetGrowthQ,MarketCap,PBQ,ROA4Q,ROE4Q,TradingDay,ProfitGrowth1Y,EPSQ,AvgValue20P,Return5Y,NetProfitMargin4Q,InterestCoverageQ,TotAssetGrowthY,PEG3Y,DomesticOwnership,RelativePersonOwnership,BomOwnership,InternalOwnership,ExternalOwnership,MajorOwnership,TreasuryOwnership,MinorityOwnership,BETA,IndROA4Q,IndROE4Q,IndPE4Q,IndPBQ,StateOwnership,ForeignOwnership,OtherOwnership,CashDivYield,CashDiv1Y,GrossProfitMargin4Q,EPS4Q,PE4Q,EPSGrowthY,EPSGrowthQ,CurrentRatioQ,TotAssetTurnover4Q,RtBuyFrgnValue,RtSellFrgnValue,RtPrice,RtCHGPrice,RtPCTPrice,RtAccumValue,RtAccumVol,RtPCTVol10S,RtPCTVol20S,RtPCTHighest52w,RtPCTLowest52w,SMA10,SMA20,SMA50,SMA200,BollingerBandLower20,BollingerBandUpper20
HDA,Công ty Cổ phần Hãng sơn Đông Á,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.2769,1.2038,-0.6666,-0.5274,0.0126,0.1227,-0.0007,96600000000,0.5052,0.049,0.0854,3473,-0.0032,231.5296,2953860685,-0.1733,0.0562,3.3874,0.181,215.1351,94.2937,3.705,21.269,24.974,75.026,15.541,0,84.459,0.5904,-0.3137,-0.4015,-0.5264,-0.7749,0,5.7063,94.2937,,,0.4704,1395.7271,6.0184,-0.0032,-0.6666,1.5986,0.8714,0,0,8600,199.9999999999993,0.023809523809523725,3004160000,354300,-0.12781015358960413,0.046778408710685504,-0.33333333333333337,0.28358208955223874,8.85,8.65,8.5,9.19,7.793002347421196,9.49699765257881
HDB,Ngân hàng Thương mại cổ phần Phát triển Thành phố Hồ Chí Minh,HOSE,Ngân hàng,Ngân hàng,0.3861,,-0.2073,,0.0494,0.2111,0.01,23954848016800,1.1399,0.0166,0.1848,907,0.2684,921.3529,29510012450,-0.3508,,,0.0621,8.9522,78.7597,0.421,14.131,14.552,85.448,14.323,1.561,84.116,1.0467,0.1773,0.0482,-0.4904,-0.4784,3.08,21.2403,75.6797,,,,3781.9645,6.5574,0.2684,-0.1949,,0.0477,1878564000,17553155500,24550,-250,-0.01008064516129037,22646000000,926460,0.20110612843380138,-0.15487869956077338,-0.18030050083472451,0.4231884057971015,25.77,26.6,24.36,25.94,24.49976191825738,28.7002380817426
HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.1528,0.5866,-0.4798,-0.5708,0.0599,0.4419,0.0275,1001300121600,1.4705,0.0758,0.1717,4649,0.3826,726.0693,13251696600,1.0224,0.2043,7.0773,0.5035,24.4326,94.9151,5.046,14.429,19.475,80.525,18.425,0.973,80.602,1.0015,0.086,-0.0638,-0.7998,-0.4631,0,5.0849,94.9151,,,0.3352,3108.7534,4.8894,0.1924,-0.4798,1.515,0.371,227003500,0,15700,500,0.03289473684210531,3203000000,207510,-0.6698523714594368,-0.7433111024658883,-0.2705138927608959,0.24940315136081484,16.13,16.24,15.69,17.59,15.39821617977105,17.081783820228956
HDG,Công ty Cổ phần Tập đoàn Hà Đô,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.348,0.5219,-0.0768,-0.1052,0.0762,0.2192,0.0624,2969166026750,0.9347,0.0555,0.234,3801,0.4709,1535.5836,11951167750,0.6834,0.1666,4.8035,0.2507,3.2305,89.7176,3.473,45.183,48.656,51.344,43.998,0.021,55.981,1.2929,-0.2049,0.2759,-0.8803,-0.6587,0,10.2824,89.7176,0.0519,1000,0.3955,6585.2318,2.9232,0.1767,-0.0768,1.0156,0.3328,90790000,21865000000.000004,19400,149.99999999999858,0.007792207792207684,7460000000,385590,0.15594581063701574,-0.19096781097194437,-0.3018317918451075,0.5567324666987641,20.49,21.15,20.33,21.91,19.00713048732417,23.292569512675804
HHP,Công ty Cổ phần giấy Hoàng Hà Hải Phòng,HNX,Sản xuất giấy & Trồng rừng,Tài nguyên,0.4998,0.9545,-0.0383,-0.3585,0.0199,0.5754,0.0288,196200000000,0.911,0.0409,0.0804,692,0.3937,223.1877,3189623160,-0.164,0.04,2.9557,0.4099,8.5839,98.3835,0.256,23.949,24.205,75.795,18.872,0,81.128,0.1997,-0.5358,-0.3659,0.1344,-0.2439,0,1.6165,98.3835,,,0.0975,1035.6131,10.5252,-0.2257,-0.0383,1.3928,1.0229,10900000,0,11000,99.99999999999964,0.00917431192660545,2824780000,258400,0.24613296103664384,-0.09681471646745499,-0.3374292253945308,0.012425218591808559,11.03,11.11,12.11,12.27,10.842418236794828,11.377581763205175
HHS,Công ty Cổ phần Đầu tư - Dịch vụ Hoàng Huy ,HOSE,Ôtô & phụ tùng ôtô,Ôtô & linh kiện phụ tùng ,-0.4874,20.9321,-0.2789,-0.2076,0.0169,0.0527,0.0155,1068754405070,0.3057,0.0617,0.0651,3058,0.0366,275.7841,23541160065,-0.7349,0.3895,,0.0348,19.0298,96.8808,0.003,5.389,5.392,94.608,51.062,0,48.938,1.0439,-0.0032,-0.4071,-0.7013,-0.7806,0,3.1192,96.8808,0.1028,400,0.2502,886.9372,4.3859,0.0366,-0.2789,23.4772,0.1585,649937400,0,4160,270,0.06940874035989708,13965000000,3410850,0.04669232520758326,-0.3101713847477464,-0.1572123176661264,0.6074188562596601,4.29,4.42,4.01,3.39,3.8780241522190355,4.956575847780972
HID,Công ty Cổ phần Halcom Việt Nam,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-0.4068,1.2678,-1.3819,0.3248,0.0277,0.1643,-0.052,150424040960,0.2047,0.008,0.0155,1450,-16.8539,-78.0676,1935471955,-0.7567,0.0316,-1.3456,1.2715,-2.5188,99.0768,3.883,36.774,40.657,59.343,43.226,0.01,56.764,0.691,-0.888,-0.8914,0.1307,-0.9088,0,0.9232,99.0768,,,0.0406,178.1523,14.3697,,,1.307,0.2545,0,0,2650,89.99999999999986,0.03515625,438000000,168200,-0.6547144209076372,-0.7492762999025129,-0.14516129032258068,0.5238642898217366,2.84,2.85,2.61,2.34,2.5240595653232822,3.1829404346767185
HII,Công ty cổ phần An Tiến Industries,HOSE,Khai thác mỏ,Tài nguyên,-0.0498,0.7669,0.3152,-0.144,-0.0126,-0.0716,0.0222,359265000000,0.6592,0.0234,0.0769,1104,0.2278,214.9653,2526076250,0.2524,0.0106,1.7666,-0.2329,7.2862,99.4544,0,0.284,0.284,99.716,63.543,0,36.457,0.4553,-0.4361,-0.4615,-0.5098,-0.3726,0,0.5456,99.4544,,,0.059,1545.9507,8.3444,0.2278,0.3152,0.9776,2.2107,0,43610000,12750,-150.00000000000034,-0.011627906976744207,610000000,47250,-0.7272805979625407,-0.7361882694508808,-0.1414141414141414,0.3858695652173913,13.64,13.85,13.27,11.78,12.678415250077116,15.026584749922865
HKB,Công ty Cổ phần nông nghiệp và thực phẩm Hà Nội - Kinh Bắc ,HNX,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.9161,0.4231,-1.4376,-0.0885,-0.0468,0.0049,-0.0243,46439999100,0.1288,-0.0054,-0.0078,1910,-1.0148,-349.6651,621561665,-0.8425,-1.1504,-4.7514,-0.0852,-34.8068,98.8666,0,18.521,18.521,81.479,24.047,0,75.953,0.4038,-1.0321,-1.0319,-1.9198,-0.9711,0,1.1334,98.8666,,,0.4497,-55.2992,-16.2751,,,0.4232,0.0047,0,0,900,0,0,72350000,80800,-0.904657166996276,-0.8700678654192538,-0.24999999999999997,0.8,1.03,0.92,0.79,0.68,0.5999999999999995,1.2400000000000002
HLD,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-1,2.607,-0.5281,-0.7233,0.0196,,-0.0156,408000000000,0.8738,0.103,0.1817,2653,-1,455.6293,793638895,1.5433,0.1885,,,,91.6242,0,1.262,1.262,98.738,57.252,0,42.748,0.4319,0.4426,0.2733,-0.5946,-0.6107,0,8.3758,91.6242,,,0.2986,3959.8115,5.1518,,-0.5281,2.6913,0.5466,0,0,20200,-199.9999999999993,-0.009803921568627416,525230000,26000,-0.230666804752112,-0.33634953959249314,-0.02415458937198071,0.7026298044504382,20.21,20.15,18.93,16.34,19.655100009999686,20.65489999000028
HND,Công ty Cổ phần Nhiệt điện Hải Phòng,UPCOM,Điện lực,Dịch vụ tiện ích,0.1863,1.0725,-0.6643,-0.0613,0.0256,0.0944,0.0293,8506500000000,1.3316,0.101,0.2147,1364,1.7601,400.033,3619828915,0.7903,0.1097,3.6329,-0.0803,9.8422,99.958,0.005,0.017,0.022,99.978,93.18,0,6.82,0.5985,,,,,60,0.042,39.958,0.094,1600,0.1624,2607.3824,6.5249,1.7601,-0.6643,1.2774,0.9204,0,0,17600,600.0000000000014,0.03529411764705892,1109830000,64100,-0.6852469191271175,-0.6781243840864897,-0.032382209027434085,0.6014558689717927,17.51,17.21,16.94,14.51,16.391246989884834,18.03155301011516
HNG,Công ty cổ phần nông nghiệp Quốc tế Hoàng Anh Gia Lai,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.5091,0.2457,1.0031,0.247,-0.0405,-0.0879,0.0379,16960874593500,1.7902,-0.0857,-0.2235,1807,-2.6804,1.6293,10421752725,-0.5433,-1.0334,1.0366,-0.2375,13.5673,99.713,0,0.092,0.092,99.908,76.858,0,23.142,0.287,-1.5089,-1.9149,-1.4032,-0.5985,0,0.287,99.713,,,0.1829,-2144.6635,-7.134,,,0.621,0.0829,100552500,54250000,15400,99.99999999999964,0.006535947712418277,1482000000,96570,-0.7478873129126495,-0.8551139943948005,-0.1894736842105263,0.26229508196721313,15.41,15.54,14.51,14.24,14.883504552366936,16.20149544763305
HPG,Công ty cổ phần Tập đoàn Hòa Phát ,HOSE,Kim loại công nghiệp,Tài nguyên,0.1401,0.4922,0.1921,0.07,0.0476,0.1763,0.0522,73996786282000,1.4859,0.08,0.1699,4611,-0.122,827.6804,351284072850,2.208,0.1177,6.5231,0.3011,-30.3769,63.8717,9.253,35.545,44.798,55.202,32.688,0,67.312,1.0857,0.1544,0.1669,0.069,0.0583,0,36.1283,63.8717,,,0.1815,3016.3311,8.885,-0.3246,0.1921,1.1524,0.6804,39600328000,30974882000,27400,599.9999999999978,0.02238805970149249,295657000000,10843030,-0.05926827706628557,-0.17267202010913407,-0.03521126760563385,0.691358024691358,27.08,26.8,25.34,22.96,25.632865195464202,27.97713480453577
HPX,Công ty cổ phần Đầu tư Hải Phát,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.7859,0.8942,-0.8963,-0.8001,0.0113,0.1611,-0.018,6577871471600,2.1753,0.0647,0.1613,707,-0.0943,165.7506,12778735650,0.5333,0.1328,1.8521,-0.0959,35.1006,86.1231,0.4,0.695,1.095,98.905,56.765,0,43.235,-0.1135,-0.0938,0.1303,-0.0205,-0.0309,0,13.8769,86.1231,,,0.1559,2297.4059,12.4488,-0.0943,-0.9098,1.8459,0.4871,0,11390000,27000,-1600.0000000000014,-0.05594405594405594,17618000000,633280,0.28912221704268104,0.3336520328148149,-0.059233449477351915,0.23705672134151928,26.93,26.92,26.98,24.5,26.0718254896547,27.768174510345304
HQC,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-1,1.8423,-0.6551,-0.5529,0.0008,,-0.0032,772090823880,0.1783,0.0051,0.008,3541,-1,7.3836,51234983175,-0.6853,0.0508,1.776,,,96.3856,1.275,13.188,14.463,85.537,16.49,0,83.51,0.6788,-0.9269,-0.9564,-0.0814,-0.9349,0,3.6144,96.3856,,,0.2968,72.1962,22.4389,,-0.6551,2.1229,0.1004,723706100,0,1700,79.99999999999984,0.04938271604938271,23269000000,14122080,-0.4334292122516127,-0.4752933957899834,-0.28571428571428575,0.7894736842105262,1.88,1.9,1.42,1.18,1.390920134894594,2.402079865105405
HSG,Công ty Cổ phần Tập đoàn Hoa Sen ,HOSE,Kim loại công nghiệp,Tài nguyên,-0.206,0.3099,0.1101,-0.1225,0.0349,0.0889,0.0154,5088143133850,0.9058,0.0368,0.1137,4225,2.5887,475.0254,155788742865,0.346,0.0245,2.5162,-0.1568,39.6264,87.7333,0.088,18.017,18.105,81.895,33.189,0.055,66.756,1.2802,-0.469,-0.2191,-0.0867,-0.3548,0,12.2667,87.7333,,,0.148,1508.4946,7.5903,2.2633,0.1101,0.8919,1.5012,7860292500,4362669000,12000,550.0000000000007,0.048034934497816595,96770000000,8277790,-0.3794414951716205,-0.40125751408152843,-0.024390243902439025,1.76944380336949,11.88,11.37,9.71,7.64,10.082856983809284,12.649143016190736
HT1,Công ty Cổ phần xi măng Hà Tiên 1,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.055,0.2379,-0.5145,-0.2419,0.0169,0.0378,-0.05,5112661607400,0.9547,0.0734,0.1362,4613,0.1684,274.1815,3572650450,-0.1039,0.0868,3.4503,-0.0325,-1817.2632,93.6295,0.23,2.795,3.025,96.975,79.704,0.013,20.283,0.7698,0.028,-0.0456,-0.4591,-0.5747,79.69,6.3705,13.9395,,,0.186,1949.3779,6.874,0.1684,-0.5145,0.4801,0.8455,59699000,0,13550,150.00000000000034,0.011194029850746245,1002000000,74240,-0.5284732543221168,-0.7045485749761717,-0.1374920432845321,0.3550000000000001,13.65,13.96,13.82,14.04,12.99610778035264,14.91889221964737
HTN,Công ty cổ phần Hưng Thịnh Incons,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-0.0937,0.7608,0.1219,-0.1688,0.1588,0.2115,0.1288,600079311150,0.7045,0.0579,0.3964,596,0.0228,3381.9813,1182216200,-0.0342,0.0668,7.6213,0.3185,0.0005,94.5699,0.333,17.52,17.853,82.147,70.875,0,29.125,0.5324,-0.1891,1.7779,-0.8447,-0.6861,0,5.4301,94.5699,,,0.1419,9195.3549,1.9738,-0.1106,0.1219,1.1701,0.8674,0,159772000,18200,50.00000000000071,0.0027548209366392573,806000000,44620,-0.3503203261502621,-0.2977651872836009,-0.09900990099009904,0.2551724137931034,18.57,18.59,17.85,17.36,17.5748152877428,19.6051847122572
HUT,Công ty Cổ phần TASCO ,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-0.0256,1.3947,-0.6975,-0.3341,-0.0009,0.016,0.0007,698443109000,0.2265,0.0066,0.0227,4463,-0.3062,31.6379,23553104485,-0.6684,0.0757,1.2798,0.0173,-25.4564,96.1425,3.435,14.652,18.087,81.913,17.243,4.877,77.88,0.9155,-0.9076,-0.8409,-0.2398,-0.8991,0,3.8575,96.1425,,,0.326,269.1167,9.6612,-0.3062,-0.6975,1.4154,0.087,0,49750000,2600,0,0,7166300000,2755700,-0.6703063890570771,-0.6900359033965291,-0.10344827586206894,1,2.72,2.64,2.2,2.2,2.327590012963764,2.9524099870362397
HVH,Công ty cổ phần Đầu tư và Công nghệ HVC,HOSE,Hàng hóa giải trí,Đồ dùng cá nhân và đồ gia dụng,0.0732,1.6913,-0.3447,-0.4444,-0.0229,0.1032,-0.0085,163995000000,0.5648,0.1236,0.1577,578,-0.1036,236.8981,3615623210,-0.5138,0.0906,,0.1599,3.0631,99.3339,4.949,58.122,63.071,36.929,55.155,2.564,42.281,0.7772,0.6285,0.4207,-0.296,0.0857,0,0.6661,99.3339,0.0595,500,0.1735,2289.0904,3.6739,-0.0806,-0.3447,2.5491,1.3638,53829900,0,8900,490.0000000000002,0.058263971462544584,1383000000,162550,-0.1943637679291853,-0.5765283925273088,-0.6836567853842326,0.4662273476112027,9.41,9.46,8.45,12.71,8.242080674246342,10.68391932575367
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,HOSE,Du lịch & Giải trí,Du lịch & Giải trí,0.0146,0.4235,-75.1964,-0.185,-0.1423,-0.0035,-0.071,35599100259700,2.2652,-0.0189,-0.0828,420,0.0046,-1825.7246,35945866000,-0.2285,-0.016,-7.9914,-0.072,7226.5238,90.6947,0,0.01,0.01,99.99,94.96,0,5.04,1.1749,-1.9545,-2.8904,-2.9777,-0.3117,86.19,9.3053,4.5047,,,0.0712,-1029.9962,-24.369,0.0049,,0.5107,1.1853,227068000,1229293500,25700,599.9999999999978,0.0239043824701195,7170000000,280530,-0.5624587655638064,-0.7805921033335875,-0.41457858769931666,0.4438202247191011,26.47,27.43,27.24,29.43,24.80710403755529,30.04789596244474
IBC,Công ty cổ phần Đầu tư APAX HOLDINGS,HOSE,Tài chính,Dịch vụ tài chính,0.5999,0.4114,-7.1057,-0.5616,-0.1818,-0.2428,-0.0181,1933676719500,5.6968,-0.0342,-0.0968,928,-0.3249,-2086.9671,4934875250,3.5656,-0.0603,-10.849,0.2878,-252.9594,96.6805,2.744,8.773,11.517,88.483,72.954,0,27.046,0.0762,-2.1213,-2.5149,-4.8334,3.931,0,3.3195,96.6805,,,0.4109,-1260.4865,-18.8023,-0.4301,,0.4235,0.5674,264629500,0,23800,100.00000000000142,0.0042194092827005925,6072000000,256090,0.09062181925037582,0.20827091614668736,-0.004184100418410012,0.18407960199004977,23.72,23.4,22.09,21.06,22.31925951311334,24.48074048688667
ICT,Công ty cổ phần Viễn thông - Tin học Bưu điện,HOSE,Dụng cụ & công nghệ phần cứng,Công nghệ,-0.0453,1.2617,-0.8528,-0.8429,0.0089,0.0761,-0.1732,611515000000,0.9845,0.0565,0.1457,167,-0.0343,263.8092,2276834275,0.027,0.0407,1.765,0.0916,,99.6812,7.29,9.87,17.16,82.84,31.434,0,68.566,0.7614,0.9965,1.1844,-0.729,0.1351,0,0.3188,99.6812,0.0789,1500,0.0941,2969.1055,6.3992,,,1.4797,1.3868,1792000,0,19800,800.0000000000007,0.04210526315789487,957000000,48870,-0.7012909219823475,-0.5958785733777672,-0.07692307692307689,0.6638655462184875,19.68,18.31,16.48,,14.936257647394608,21.678742352605394
IDI,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia IDI,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,0.2193,0.8682,-0.597,-0.3582,0.0047,0.0852,-0.009,915131324160,0.3381,0.0234,0.0588,3288,-0.5057,58.3557,8610620985,-0.0236,0.023,1.2359,0.1324,3.3409,99.2086,0.533,6.013,6.546,93.454,52.509,0,47.491,1.1408,-0.861,-0.7593,-0.7198,-0.9242,0,0.7914,99.2086,,,0.0709,810.9223,4.9573,-0.5702,-0.597,1.2374,1.0167,56638200,65444500,4130,110.00000000000031,0.027363184079602032,2554000000,628000,-0.4782904875242474,-0.6657850060935695,-0.3272519954389966,0.4491228070175438,4.29,4.44,4.23,4.7,3.9150760511251512,4.966923948874843
IDJ,Công ty cổ phần Đầu tư IDJ Việt Nam,HNX,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.5428,0.435,1.9314,-0.5696,0.0767,0.0985,0.1134,384680000000,1.1761,0.0075,0.0262,3578,-0.436,93.4349,4211277790,2.5758,0.0238,3.9898,2.1785,2.7839,95.491,3.66,0.483,4.143,95.857,16.628,0,83.372,0.2141,-0.8926,-0.8571,0.7884,-0.5706,0,4.509,95.491,,,0.0705,270.1075,43.6863,-0.436,1.9314,1.2295,0.3171,0,0,12200,399.9999999999986,0.03389830508474567,994560000,82700,-0.5775098317089344,-0.7374739021441112,-0.3775510204081633,2.5882352941176467,12.43,13.02,13.84,10.65,11.274606061658336,14.76539393834167
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-1,0.2621,2.3686,5.9567,0.0632,,-0.1241,1494360820700,0.7693,0.0438,0.1806,3725,-1,844.8029,5637499700,0.3801,0.1239,19.4351,,,98.5645,0.001,0,0.001,99.999,78.8,0,21.2,1.0364,-0.3866,0.2656,-0.6451,-0.6573,78.8,1.4355,19.7645,,,0.2221,2416.8227,4.5101,,2.3686,1.2508,0.3538,221000,0,11100,199.9999999999993,0.0183486238532109,1830000000,166580,-0.35706731919689383,-0.6318226524770967,-0.32727272727272727,0.3823163138231631,11.62,12.07,11.84,12.95,10.733437244271514,13.406562755728487
IMP,Công ty Cổ phần dược phẩm Imexpharm,HOSE,Dược phẩm & công nghệ sinh học,Y tế,-1,2.0655,-0.2084,-0.4115,0.0264,,-0.0163,2790385783500,1.825,0.0913,0.109,4957,-1,832.4845,2947537650,0.8314,0.1167,53.9535,,,50.9665,0.136,2.896,3.032,96.968,62.105,0.068,37.827,0.5886,-0.2982,-0.375,0.086,-0.3225,0,49.0335,50.9665,0.0177,1000,0.3774,3384.6797,16.6929,,-0.2084,3.8748,0.7829,0,0,57000,500,0.008849557522123908,1218000000,21590,-0.305854740700254,-0.5747907434761201,-0.08064516129032258,0.3555291319857313,57.01,57.23,55.38,52.34,54.19085538350141,60.26914461649863
ITA,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo ,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,1.6717,0.9999,1.2619,1.258,0.0125,0.0199,-0.057,4109848498500,0.3872,0.0086,0.0111,4976,1.4991,26.7386,118636520040,-0.3262,0.2562,4.6593,0.0164,6.1121,97.7626,2.032,6.006,8.038,91.962,38.696,0.015,61.289,0.8148,-0.8768,-0.9395,0.4308,-0.8586,0,2.2374,97.7626,,,0.5019,125.3212,34.9502,1.4991,,3.1832,0.0336,4095957100,1224176800,4680,299.99999999999983,0.06849315068493156,57132000000,12746690,-0.2369214939126142,-0.43550034963780715,-0.23152709359605916,1.5573770491803278,5.02,5.19,3.75,2.94,4.212324722448853,6.173675277551146
JVC,Công ty Cổ phần Thiết bị Y tế Việt Nhật,HOSE,Dụng cụ & dịch vụ y tế,Y tế,-0.1585,2.355,-1.0857,-0.4112,-0.0012,0.0219,-0.0857,385875586530,0.7158,0.0159,0.0203,3297,-0.3007,-5.7592,10098192965,-0.5765,0.0209,,-0.0579,-68.6772,58.8849,0,0,0,100,40.259,0,59.741,0.5332,-0.9034,-0.8972,2.4235,-0.4196,0,41.1151,58.8849,,,0.2136,96.6403,35.4924,-0.3007,,3.7124,0.7625,6860000,0,3310,-120.00000000000011,-0.03498542274052485,2669000000,780760,-0.6041748310635253,-0.7074037063221539,-0.3313131313131313,0.5990338164251208,3.92,3.73,3.14,3.45,2.9220130435840175,4.531986956415989
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.2885,1.3804,-0.8483,-0.2718,0.0037,0.0553,0.1128,6506178617650,0.6211,0.0474,0.079,4578,0.2308,114.6226,53688794175,-0.0454,0.248,4.2045,-0.0282,38.2326,78.6938,3.035,18.219,21.254,78.746,27.654,1.267,71.079,0.895,-0.3209,-0.5692,-0.6752,-0.7732,0,21.3062,78.6938,,,0.5663,1745.422,7.935,0.2308,-0.8483,2.6203,0.1909,2194098500,949554000,14050,200.00000000000108,0.014440433212996373,26343000000,1899370,-0.21498519962935014,-0.4668302637132179,-0.14067278287461768,0.3574879227053141,14.52,14.72,13.75,14.16,13.69560225560459,15.739397744395408
KDC,Công ty Cổ phần tập đoàn Kido ,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.0524,1.6094,6.3267,-0.1898,0.0068,-0.0242,-0.0171,5840776404400,0.9371,0.0061,0.009,5314,2.8171,54.5653,15339993850,0.3996,0.01,3.0383,-0.0463,91.7227,73.7638,1.123,17.066,18.189,81.811,53.909,24.794,21.297,0.7139,-0.9638,-0.9632,3.4632,-0.7899,0,26.2362,73.7638,,,0.2248,359.6242,78.9713,2.8171,,1.9451,0.6102,290080000,246655500,28650,250,0.008802816901408494,8761000000,307830,0.13937262885167012,-0.36153002154989144,-0.14858841010401194,0.9895833333333333,29.41,30.69,26.34,20.63,27.01164975821911,34.363350241780886
KDF,Công ty cổ phần Thực phẩm Đông lạnh KIDO,UPCOM,Sản xuất thực phẩm,Thực phẩm & Đồ uống,0.0996,0.7631,16.1244,0.1537,0.0321,-0.0105,-0.0105,1587267120000,2.2995,0.1386,0.2033,1006,4.195,398.6699,2238847235,-0.4607,0.1063,29.052,-0.0251,9.938,81.8461,0.444,0.789,1.233,98.767,67.208,3.397,29.395,0.7322,,,,,0,18.1539,81.8461,0.0478,1400,0.5845,2643.9248,11.0847,4.3715,16.1244,1.2165,1.3047,0,0,30500,1199.9999999999993,0.04095563139931735,376640000,12800,-0.7255809964840065,-0.8165825167314718,-0.1778975741239892,0.3738738738738739,30.46,31.13,29.35,29.64,28.695990961396973,33.56400903860303
KDH,Công ty Cổ phần Đầu tư và Kinh doanh Nhà Khang Điền,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-0.0354,1.1914,-0.6184,-0.2639,0.0201,0.1109,0.0334,12170220480800,1.5566,0.0801,0.1307,3802,0.1326,283.7524,18714519050,1.741,0.362,,0.2942,-1340.5978,54.3379,0.03,2.701,2.731,97.269,48.082,3.784,48.134,0.6403,0.1476,-0.2874,-0.4908,-0.4316,0,45.6621,54.3379,,,0.5884,1865.0882,12.4391,-0.1387,-0.6184,2.7716,0.2214,493966000,768900000,23300,100.00000000000142,0.004310344827586299,5484000000,236030,-0.6181905828000543,-0.7041346317163714,-0.14338235294117643,0.273224043715847,23.72,23.53,22.37,24.09,22.753863371011324,24.311136628988645
KLF,Công ty cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,HNX,Du lịch & Giải trí,Du lịch & Giải trí,0.3794,2.4218,2.6587,0.5766,0.0021,0.0008,0.1375,297634609800,0.1709,0.0106,0.0128,2472,-0.8762,85.6553,10061914755,-0.7391,0.0096,5.3884,0.0981,692.6874,99.8287,0,0,0,100,0,0,100,0.3095,-0.4646,-0.7078,0.0792,-0.9481,0,0.1713,99.8287,,,0.0297,135.3669,13.2972,-0.8762,,2.4819,1.1115,9500000,0,1900,99.99999999999987,0.05555555555555558,5022260000,2678300,-0.43762047127837056,-0.449808021352453,-0.20833333333333337,0.7272727272727272,2.07,2.07,1.98,1.58,1.8260439370930264,2.303956062906975
KMR,Công ty Cổ phần Mirae ,HOSE,Hàng hóa cá nhân,Đồ dùng cá nhân và đồ gia dụng,-1,0.4546,1.3163,0.2338,0.0074,,0.0313,130250178030,0.2199,0.0036,0.006,4383,-1,61.8964,622551680,-0.5596,0.0068,1.9658,,,37.2897,0.44,25.018,25.458,74.542,56.623,0.006,43.371,0.4487,-0.9731,-0.9757,2.8999,-0.9065,0,62.7103,37.2897,,,0.1339,63.6412,35.983,,,1.6171,0.5276,0,0,2340,49.99999999999982,0.02183406113537112,259000000,111800,-0.24550712314160572,-0.5609651697725697,-0.2327868852459017,0.16999999999999993,2.38,2.4,2.24,2.46,2.196070743913911,2.6059292560860876
KOS,Công ty cổ phần Kosy,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.1809,1.8951,-0.2683,-0.2596,-0.0016,0.018,0.0915,3413375000000,2.9867,0.0142,0.0225,344,-0.5548,58.7875,15834937200,1.0823,0.0271,4.886,0.1155,-1308.7315,99.4389,7.117,52.941,60.058,39.942,63.795,0,36.205,0.2498,-0.7966,-0.8773,4.4547,0.0906,0,0.5611,99.4389,,,0.0865,246.9162,133.2436,-0.5548,-0.2683,3.4761,0.5251,385106000,0,33650,750,0.022796352583586588,16232000000,488270,-0.08701131629531567,-0.02560853318432854,0.010510510510510468,0.5022321428571428,32.7,31.81,30.1,28.41,29.72753004829509,33.88746995170492
