ticker,name,exchange,industry,sector,RevenueGrowth1Y,QuickRatioQ,ProfitAfTaxGrowthQ,NetRevenueGrowthQ,EquityGrowthQ,EquityGrowthY,TotAssetGrowthQ,MarketCap,PBQ,ROA4Q,ROE4Q,TradingDay,ProfitGrowth1Y,EPSQ,AvgValue20P,Return5Y,NetProfitMargin4Q,InterestCoverageQ,TotAssetGrowthY,PEG3Y,DomesticOwnership,RelativePersonOwnership,BomOwnership,InternalOwnership,ExternalOwnership,MajorOwnership,TreasuryOwnership,MinorityOwnership,BETA,IndROA4Q,IndROE4Q,IndPE4Q,IndPBQ,StateOwnership,ForeignOwnership,OtherOwnership,CashDivYield,CashDiv1Y,GrossProfitMargin4Q,EPS4Q,PE4Q,EPSGrowthY,EPSGrowthQ,CurrentRatioQ,TotAssetTurnover4Q,RtBuyFrgnValue,RtSellFrgnValue,RtPrice,RtCHGPrice,RtPCTPrice,RtAccumValue,RtAccumVol,RtPCTVol10S,RtPCTVol20S,RtPCTHighest52w,RtPCTLowest52w,SMA10,SMA20,SMA50,SMA200,BollingerBandLower20,BollingerBandUpper20
MHC,Công ty Cổ phần MHC,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,-0.3912,2.8877,-12.4588,0.0487,-0.2449,0.0149,-0.2308,223596957600,0.5717,-0.1626,-0.2269,5580,-0.7442,-3063.9785,3928957770,-0.3382,-3.4548,-20.4192,-0.0166,759.0227,98.0257,0,0,0,100,10.356,0,89.644,0.5254,-2.0949,-2.2494,-1.0759,-0.7264,0,1.9743,98.0257,,,0.0313,-2738.9116,-1.9716,-0.7675,,2.8877,0.0471,0,0,5770,369.9999999999992,0.06851851851851842,9112000000,1640020,0.4880256227628852,1.0869310716705742,0.02123893805309727,1.5644444444444443,5.22,4.58,3.56,3.34,2.8639430832573574,6.290056916742651
MML,Công ty Cổ phần Masan Meatlife,UPCOM,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.0127,0.7445,0.1614,-0.0806,0.0019,0.0477,0.0402,15305336551377,3.5164,-0.0026,-0.0051,204,0.2069,-96.4634,1535284085,-0.3519,-0.0037,1.4013,0.151,-323.0789,91.6809,0.462,0.351,0.813,99.187,94.411,0,5.589,0.9387,,,,,0,8.3191,91.6809,,,0.1611,-118.521,-398.1658,,,1.1968,0.7193,0,0,48200,1000,0.021186440677966045,203450000,4300,-0.7959144929187075,-0.8592549678086653,-0.3104434907010014,0.3577464788732395,48.75,49.39,50.71,,45.89720742098608,52.88279257901385
MPC,Công ty cổ phần Tập đoàn Thủy sản Minh Phú,UPCOM,Sản xuất thực phẩm,Thực phẩm & Đồ uống,0.0043,1.0641,0.1135,-0.3238,0.0138,0.3483,-0.0258,5138798575050,1.0396,0.047,0.0795,4934,-0.3728,290.2989,3504629600,-0.4867,0.025,4.7861,-0.1131,4.3774,62.3548,2.835,37.158,39.993,60.007,38.938,0.775,60.287,1.072,,,,,0,37.6452,62.3548,,,0.0959,2185.7032,11.8465,-0.5624,0.1135,2.0801,1.8794,0,0,26400,500,0.019305019305019266,2691680000,102900,0.34818211595152304,-0.1900472629855141,-0.23038801271025863,0.5902656466477922,26.88,27.06,26.29,22.1,24.735005376350593,29.384994623649426
MSH,Công ty cổ phần May Sông Hồng,HOSE,Hàng hóa cá nhân,Đồ dùng cá nhân và đồ gia dụng,0.1165,0.9685,-0.3507,-0.1135,0.0517,0.3235,-0.018,1647809730000,1.2844,0.1682,0.3328,580,0.2164,1235.3131,7607151325,-0.2767,0.0968,18.3562,0.0179,9.8158,96.1677,6.383,33.918,40.301,59.699,51.348,0,48.652,1.0998,0.2562,0.3485,-0.5828,-0.4541,0,3.8323,96.1677,0.1366,4500,0.2014,8560.6544,3.849,0.1585,-0.3507,1.6077,1.7381,144543500,11550000,33950,1000,0.030349013657056112,1336000000,39960,-0.7188726766191555,-0.8122850861534414,-0.43282435096394795,0.4570815450643778,34.45,35.22,35.18,41.69,31.728007905290266,38.71699209470982
MSN,Công ty Cổ phần Tập đoàn Ma San,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.0218,0.6413,-1.0539,0.607,-0.0062,0.5226,0.0799,63240002782700,1.5897,0.0538,0.1037,3890,0.1304,-66.8191,95172617500,0.05,0.0985,0.9112,0.5066,80.2822,61.0811,0.296,4.05,4.346,95.654,62.853,0,37.147,0.7121,-0.6805,-0.5755,-0.2263,-0.6435,0,38.9189,61.0811,,,0.2656,3951.8079,13.6899,0.1248,,0.9347,0.5465,10779202000,639016000,55500,1399.9999999999986,0.025878003696857554,53129000000,965870,-0.2964956250851275,-0.3999115278469829,-0.3485915492957746,0.1326530612244898,56.57,58.5,60.05,61.64,52.687943565312274,64.31205643468776
MSR,Công ty Cổ phần Tài nguyên MaSan,UPCOM,Khai thác mỏ,Tài nguyên,-0.3145,0.2919,-0.5911,0.0431,-0.0153,0.0284,-0.0532,14989951871334,1.2677,0.0055,0.0129,1748,-0.4691,-193.2773,1323948750,0.4228,0.0349,,0.0653,51.0737,98.0682,0,0.527,0.527,99.473,95.993,0,4.007,0.2251,,,,,0,1.9318,98.0682,,,0.1164,171.1576,88.5325,-0.5174,,0.6303,0.1575,335900000,148500000,15200,0,0,924680000,61300,0.2811938302052419,-0.2368175165942391,-0.13142857142857148,0.16030534351145032,15.87,15.83,15.34,15.03,14.372467839120024,17.287532160879987
MST,Công ty cổ phần đầu tư MST,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-0.5057,0.175,-0.7477,-0.028,-0.0024,1.2726,0.0386,106559958000,0.2189,0.023,0.0357,1512,0.7122,62.5508,5885232220,-0.6781,0.1723,37.4697,1.8722,-171.8951,99.6019,0,26.527,26.527,73.473,30.395,0,69.605,1.0638,-0.6779,-0.7498,-0.4844,-0.9025,0,0.3981,99.6019,,,0.1825,457.8644,6.5522,-0.0108,-0.7477,0.4166,0.1337,0,0,3200,200.00000000000017,0.06666666666666665,1053820000,339400,-0.7549152702950953,-0.8067507530542805,-0.536231884057971,0.3333333333333334,3.31,3.3,2.94,4.11,2.857281127576382,3.7427188724236196
MWG,Công ty Cổ phần đầu tư thế giới di động,HOSE,Bán lẻ,Dịch vụ bán lẻ,0.181,0.4096,0.3164,0.1551,0.1017,0.3518,-0.116,36587648020800,2.7407,0.1093,0.3324,2178,0.3319,2500.7902,98906401100,2.109,0.0369,9.6634,0.4831,-142.0441,50.9575,1.698,7.097,8.795,91.205,19.909,0.087,80.004,1.2865,0.0083,0.2529,-0.1634,0.1116,0,49.0425,50.9575,,,0.1992,8817.4474,9.1636,0.3332,0.2869,1.3467,2.9648,0,0,82000,1200.0000000000027,0.014851485148514865,25363000000,311490,-0.5858963604239813,-0.7301446349904919,-0.359375,0.3921901528013582,83.66,84.82,84.14,102.06,79.9940975948485,89.63590240515153
NAF,Công ty Cổ phần Nafoods Group ,HOSE,Đồ uống,Thực phẩm & Đồ uống,0.7359,1.3957,-0.0168,0.1608,0.0199,0.3755,0.026,1074695460000,2.1188,0.0479,0.0953,1728,0.7669,363.801,1566286250,0.1613,0.0534,3.6287,0.2044,-14362.1429,65.5802,0.226,56.052,56.278,43.722,86.384,0,13.616,0.3787,-0.7107,-0.5662,-0.2606,-0.5998,0,34.4198,65.5802,,,0.2296,1404.2006,16.8779,0.4433,-0.0168,1.7638,0.8972,0,0,24000,300.0000000000007,0.012658227848101333,5553000000,233230,6.45453383194298,2.70203411084039,-0.12727272727272726,0.2972972972972973,23.86,24.42,25.09,23.96,22.462603770311294,26.37739622968871
NBB,Công ty Cổ phần đầu tư Năm Bảy Bảy ,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-0.7099,0.3687,0.5074,1.4369,0.0003,0.0443,0.0452,1819764492000,0.8426,0.0635,0.1632,4150,1.2708,55.6348,1087826900,0.212,0.7685,6.8071,0.1077,6.9402,88.9932,1.072,0.245,1.317,98.683,80.384,7.666,11.95,0.3437,-0.0903,-0.1101,-0.7889,-0.6923,0,11.0068,88.9932,0.1282,2500,0.3048,3780.8807,5.1575,1.3708,0.5074,1.5543,0.0826,0,396876500,18800,-699.9999999999993,-0.03589743589743588,456000000,24150,-0.7204666990763248,-0.5797880670251083,-0.03589743589743586,0.19145699980987393,18.81,18.9,19.02,18.04,18.37859638291201,19.426403617088017
NCP,Công ty Cổ phần nhiệt điện Cẩm Phả - TKV,UPCOM,Điện lực,Dịch vụ tiện ích,0.249,0.2952,-0.9891,0.1281,-0.0021,0.0028,0.0299,1905787517850,2.1231,-0.0004,-0.0033,1009,-1.006,4.6978,4434186500,-0.069,-0.0007,1.0117,-0.066,111767.087,100,0,0,0,100,96.677,0,3.323,0.3118,,,,,96.68,0,3.32,,,0.0864,-14.9488,-647.2081,,-0.9891,0.3225,0.6096,0,0,9800,100.00000000000142,0.01030927835051565,158810000,16200,1.3649635036496353,-0.9634785549230682,-0.1478260869565217,1.177777777777778,9.58,9.79,9.38,8.69,9.066397899395106,10.513602100604896
NCT,Công ty Cổ phần dịch vụ hàng hóa Nội Bài ,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,0.0143,9.653,0.1695,-0.1664,0.1065,0.1841,0.0528,1690306287200,2.987,0.3882,0.4428,2000,-0.0856,2066.1019,1542110600,0.0677,0.3116,,0.1579,-119.2846,89.2617,0,0.108,0.108,99.892,62.116,0,37.884,0.6453,1.6141,1.4383,-0.6996,0.4297,65.07,10.7383,24.1917,0.1316,8500,0.4686,8281.0279,7.801,-0.0856,0.1695,9.7351,1.2456,0,67555000,64700,100.00000000000853,0.0015479876160993111,1445000000,22440,-0.2803771285636405,-0.08693263890301706,-0.08447714730437239,0.4377777777777778,64.13,62.61,61.04,62.55,59.124085485846706,66.09591451415332
NDN,Công ty Đầu tư Phát triển Nhà Đà Nẵng ,HNX,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-0.7571,0.8094,-0.6923,-0.3914,0.0056,0.1721,-0.005,838816965000,1.2426,0.0266,0.0869,3358,-0.2224,77.4392,8523308375,0.9712,1.2798,9.4802,0.2853,40.5031,99.3829,0,10.468,10.468,89.532,8.157,0,91.843,0.963,-0.6189,-0.5262,-0.413,-0.5463,0,0.6171,99.3829,,,0.2038,1220.556,14.3377,-0.2792,-0.6923,1.3511,0.0208,34900000,0,17800,300.0000000000007,0.017142857142857126,1851430000,104900,-0.6313209219577738,-0.7756798221861637,-0.1317073170731707,0.37984496124031014,17.8,18.04,17.43,16.38,16.026609552143068,20.06339044785693
NHH,Công ty Cổ phần Nhựa Hà Nội,HOSE,Hóa chất,Hóa chất,0.1974,0.7199,-0.367,-0.2968,0.007,0.4396,0.0628,1506750000000,3.1238,0.0428,0.1005,201,0.0146,249.1662,10131182100,1.2181,0.0411,2.5965,1.1837,-51.9409,99.87,0.001,0.284,0.285,99.715,55.168,0,44.832,0.6453,-0.2204,0.1343,0.4802,1.8892,0,0.13,99.87,0.0114,500,0.145,1712.3234,25.5501,-0.5051,-0.367,0.9872,1.043,0,148390000,44950,1200.0000000000027,0.02742857142857158,9247000000,205750,-0.06267226102128864,-0.049967331804969706,-0.10871849780897423,2.001068233409,45.08,46.09,45.94,43.24,43.45016304903499,48.72333695096503
NKG,Công ty Cổ phần Thép Nam Kim,HOSE,Kim loại công nghiệp,Tài nguyên,-0.1779,0.4021,4.7987,-0.2342,0.0138,0.0154,0.02,1299479057520,0.4619,0.024,0.063,3455,-0.1744,227.9781,20964206045,0.2628,0.0163,1.8268,-0.0071,-56.0392,79.2468,0.001,23.582,23.583,76.417,41.271,0,58.729,1.0656,-0.6537,-0.5673,-0.179,-0.671,0,20.7532,79.2468,,,0.0475,1046.3556,6.8237,-0.1744,4.7987,1.0589,1.4703,528223900,0,7250,110.00000000000031,0.01540616246498594,9356000000,1301810,-0.28638501255586557,-0.504410608912051,-0.2676767676767677,0.6477272727272727,7.71,7.87,7.34,6.84,7.2394055626333875,8.499594437366602
NLG,Công ty Cổ phần Đầu tư Nam Long,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-0.2683,1.1569,-0.7984,-0.6592,0.0173,0.1732,0.0133,6117713087500,0.9729,0.0874,0.155,2640,0.2582,442.2132,34498908825,1.0824,0.3518,46.3503,0.1389,31.661,50.3232,7.744,20.691,28.435,71.565,37.317,4.005,58.678,0.789,0.2521,-0.1549,-0.7364,-0.6448,0,49.6768,50.3232,0.0391,957,0.4288,3804.6127,6.4396,0.2049,-0.7984,2.633,0.2485,549013500,122500000,24900,399.9999999999986,0.01632653061224487,26253000000,1063210,-0.128969757544229,-0.2397502754735249,-0.12863941769316914,0.3730355665839536,24.93,24.8,23.46,25,23.959991838628554,25.637108161371437
NRC,Công ty Cổ phần Bất động sản NETLAND,HNX,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,2.0137,4.6291,-2.5504,-0.9184,-0.0724,1.0536,-0.186,300839258800,0.9048,0.054,0.1311,817,0.2312,-1067.5824,1593972990,-0.2852,0.091,-21.7337,0.7028,0.4887,75.3452,11.52,32.61,44.13,55.87,65.702,0,34.298,0.7884,-0.2264,-0.2852,-0.7621,-0.6696,0,24.6548,75.3452,,,0.3317,1875.31,5.8124,-0.4647,,5.5326,0.593,3360000,0,11000,99.99999999999964,0.00917431192660545,1168610000,106000,-0.0988432888479307,-0.2798418913254238,-0.4807401812688822,0.746031746031746,11.38,10.68,9.44,11.66,8.695459750975038,12.664540249024961
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2 ,HOSE,Điện lực,Dịch vụ tiện ích,-0.0021,0.8411,-0.1501,-0.0897,0.0421,0.1204,0.0014,6074184211900,1.4182,0.0967,0.1821,1845,-0.0358,622.368,7583856475,0.7332,0.1015,15.7973,-0.1455,-70.8988,81.95,0,0.06,0.06,99.94,72.643,0,27.357,0.6294,0.2945,0.5137,-0.4476,0.1566,62.24,18.05,19.71,0.0474,1000,0.1377,2640.0684,7.9922,-0.0358,-0.1501,0.951,0.9529,3465163500,110564000.00000001,21800,699.9999999999993,0.033175355450236976,5761000000,266490,-0.2735960660956981,-0.2533056126065796,-0.15742279596490547,0.34153846153846157,21.62,21.32,20.89,20.59,20.178520193331746,22.45647980666828
NTC,Công ty cổ phần Khu Công nghiệp Nam Tân Uyên,UPCOM,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-0.6357,14.8525,0.4446,-0.216,0.1499,-0.0142,0.0365,3005264000000,4.5126,0.0711,0.3917,1289,-0.4965,5335.6899,5126303230,12.5265,1.2772,2885.8955,0.0401,20.2112,98.1375,0,0.178,0.178,99.822,72.327,0,27.673,0.6848,,,,,0,1.8625,98.1375,0.0266,5000,0.6975,15664.7544,11.9905,-0.4965,0.4446,14.8571,0.0557,0,37700000,190000,2199.9999999999886,0.011714589989350266,4004440000,21200,0.14250607630000478,-0.20751070514725545,-0.07317073170731707,0.4189693801344287,190.49,191.45,185.81,165.87,184.29388373486654,198.60611626513355
NTL,Công ty Cổ phần Phát triển đô thị Từ Liêm,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.1694,0.7958,-0.8682,-0.8243,0.0101,0.0747,0.0209,945344225000,0.8753,0.1345,0.2008,4575,1.3111,197.8986,10759593025,0.6585,0.2849,,-0.0337,7.3848,95.2451,13.487,36.656,50.143,49.857,63.358,4.279,32.363,1.0416,0.9269,0.0949,-0.8167,-0.6804,0,4.7549,95.2451,0.1613,2500,0.4279,3461.3262,4.4781,1.3111,-0.8682,2.6697,0.4722,22665500,61600000,15900,400.00000000000034,0.02580645161290329,1897000000,120740,-0.6074159816876495,-0.8052582215659503,-0.3439240767485042,0.20263217608350353,16.04,16.4,16.46,18.49,15.11987298916184,17.67322701083816
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong ,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.0531,0.7046,-0.2989,-0.3003,-0.0088,0.1398,-0.0713,3734152949100,1.5141,0.0935,0.166,4950,0.2338,770.5638,2176832945,0.6522,0.0875,4.2676,-0.0664,-168.5431,84.2554,12.882,8.059,20.941,79.059,71.767,0,28.233,0.6327,0.3095,0.1633,-0.4377,-0.3254,37.1,15.7446,47.1554,0.0631,2000,0.3039,4435.7862,7.1464,0.1216,-0.2989,1.3238,1.0675,3280000,0,32299.999999999996,599.9999999999978,0.018927444794952564,189150000,5900,-0.9189027960666482,-0.8977014912174996,-0.050000000000000086,0.476368955114727,32.61,31.87,29.36,26.1,29.88822737735495,33.8466726226451
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân ,HNX,Ngân hàng,Ngân hàng,0.1391,,-0.5037,,0.0028,0.3322,-0.1236,3457830489500,0.8905,0.0006,0.0103,3578,0.1905,29.4466,23395900695,0.2319,,,0.1101,139.9252,95.477,3.917,4.754,8.671,91.329,7.323,0.824,91.853,0.2103,-0.9574,-0.9416,5.0054,-0.5925,0,4.523,95.477,,,,109.9997,77.2729,-0.1289,-0.5037,,0.0167,0,0,8600,99.99999999999964,0.0117647058823529,28327740000,3331400,0.18638794159199268,0.22466210084177418,-0.11340206185567014,0.21126760563380276,8.71,8.7,8.3,8.68,8.510263340388999,8.88973665961101
NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-0.2851,0.7262,-0.8605,-0.3088,0.0098,0.2249,0.0255,59626759015500,2.4279,0.0416,0.1469,1280,0.0595,332.0237,69055348250,0.3428,0.4942,4.6587,0.3017,171.8879,93.889,10.038,26.479,36.517,63.483,59.318,0,40.682,0.1837,-0.404,-0.199,-0.312,-0.1135,0,6.111,93.889,,,0.3207,3659.5622,16.8053,0.0167,-0.8605,3.5997,0.0841,6224552000,3140388000,61300,-200.00000000000284,-0.003252032520325243,46958000000,768550,-0.42878526844974163,-0.3610339187023639,-0.042187500000000044,0.20196078431372544,60.01,57.56,54.97,56.13,52.0255984966752,63.094401503324804
OGC,Công ty Cổ phần Tập đoàn Đại Dương ,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-0.0272,1.1757,2.3162,-0.2761,0.6489,-0.1303,-0.1145,989999996700,0.8298,0.0431,0.2013,3710,1.8687,447.1802,11450158165,0.2222,0.1578,10.0686,-0.0957,85.9773,99.7227,0.935,8.033,8.968,91.032,39.017,0,60.983,0.9346,-0.3825,0.0976,-0.779,-0.697,12.02,0.2773,87.7027,,,0.4226,611.168,5.3995,1.8687,2.3162,1.4066,0.2729,99420300,0,3370,70.00000000000028,0.021212121212121238,2784000000,838240,-0.6260119436680044,-0.7315181727451742,-0.1840193704600484,0.5044642857142858,3.5,3.57,3.38,3.47,3.272740161717985,3.8762598382820124
OIL,Tổng Công ty Dầu Việt Nam – Công ty cổ phần,UPCOM,Sản xuất dầu khí,Dầu khí,0.3055,1.2965,-30.8903,-0.1371,-0.0486,0.0203,-0.1883,8228329902000,0.9463,-0.0095,-0.0222,846,-0.3956,-408.9713,12118144945,-0.6884,-0.0029,-8.9246,0.0737,-165.7905,93.9516,0,0,0,100,85.757,0,14.243,1.0525,,,,,80.52,6.0484,13.4316,,,0.0277,-230.034,-34.5862,-0.3956,,1.3985,3.2103,0,1620000,8100,99.99999999999964,0.012499999999999956,2819410000,350800,-0.460404238441645,-0.7507903331513397,-0.325,0.3499999999999999,8.38,8.5,8.11,8.46,7.836675041928538,9.163324958071465
PAC,Công ty Cổ phần Pin Ắc quy miền Nam,HOSE,Dụng cụ điện & Điện tử,Hàng hóa và dịch vụ công nghiệp,0.0131,0.6508,-0.4773,0.0166,0.0298,0.0943,0.0156,985200188400,2.0655,0.0692,0.2445,4949,-0.0134,628.054,1061128725,0.7062,0.0526,3.2678,0.0842,-68.5638,79.3359,0.025,0.016,0.041,99.959,61.968,0,38.032,0.6748,0.2651,0.7158,-0.5548,0.4879,51.43,20.6641,27.9059,0.0943,2000,0.1431,3542.155,5.9851,-0.0134,-0.4773,1.037,1.3164,206000,0,20600,-599.9999999999978,-0.028301886792452713,283000000,13880,-0.5003779561570858,-0.7044041230087742,-0.380096897475249,0.26179100820776685,21.35,21.89,21.76,23.01,20.385822000927103,23.389877999072898
PAN,Công ty Cổ phần Tập đoàn PAN,HOSE,Bán lẻ,Dịch vụ bán lẻ,-0.002,1.342,-0.8338,-0.4837,-0.0009,0.029,0.1028,4150113937500,0.9648,0.0218,0.0383,4939,-0.2304,70.0027,767015725,0.1969,0.0309,1.5764,0.1405,-129.178,54.3199,0.073,4.303,4.376,95.624,65.003,3.484,31.513,0.5861,-0.7989,-0.8556,0.3953,-0.6087,0,45.6801,54.3199,,,0.2106,1298.917,15.282,-0.3951,-0.8671,1.7607,0.7038,0,0,20000,149.99999999999858,0.007556675062972307,462000000,23190,-0.26504611288942415,-0.36030233231728337,-0.2248062015503876,0.1695906432748538,20.71,21.06,22.14,22.16,19.927039276939134,22.192960723060878
PC1,Công ty cổ phần Xây lắp điện I,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.1496,1.0288,0.6865,-0.1265,0.0265,0.1267,0.0482,2668668574750,0.7041,0.0434,0.0985,1322,-0.2331,572.3442,7197848075,-0.3012,0.0607,3.1877,0.2605,-82.9289,83.1436,2.171,25.712,27.883,72.117,35.852,0,64.148,1.0808,-0.3922,-0.3097,-0.4375,-0.6863,0,16.8564,83.1436,,,0.1405,2343.0593,7.1488,-0.3609,0.6865,1.4169,0.7144,118471000,10584000,17100,350.0000000000014,0.020895522388059806,2760000000,161770,-0.24247248887848283,-0.603543770218606,-0.20093457943925228,0.6930693069306932,17.22,17.43,16.66,16.79,16.55570028022421,18.304299719775788
PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt ,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-1,0.7567,-0.6641,-0.3925,-0.0535,,-0.0388,8923094576700,2.1592,0.0687,0.2176,3623,-1,482.4104,14507047850,2.1177,0.3774,,,,98.8372,1.125,62.165,63.29,36.71,61.156,0,38.844,0.2379,-0.0158,0.1865,-0.6359,-0.2116,0,1.1628,98.8372,0.0498,1200,0.5758,2709.5138,8.8946,,-0.6641,3.5325,0.182,480395000,0,24300,199.9999999999993,0.008298755186721962,32969000000,1397740,1.3250405876560296,1.3996216201832326,-0.11636363636363634,0.14888184955794057,24.16,24.75,24.4,22.98,22.886263870260542,26.60373612973946
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí ,HOSE,Bán lẻ,Dịch vụ bán lẻ,-0.0977,0.7155,-0.2285,0.2532,0.0025,0.0123,0.1102,696142464920,0.4449,0.0242,0.0757,4675,0.0795,353.8089,4962424895,-0.2325,0.0125,3.3255,-0.1073,-130.6532,84.7612,0.006,3.783,3.789,96.211,34.665,3.564,61.771,0.6232,-0.7768,-0.7147,-0.4818,-0.8195,24.22,15.2388,60.5412,,,0.0603,1467.6215,5.6759,0.0795,-0.2285,1.199,1.9383,916290000,0,8800,470.0000000000006,0.056422569027611225,5088000000,590380,-0.3375025108203734,0.03605429641913882,-0.0717299578059071,0.3643410852713179,8.69,8.53,8.09,7.64,7.832492867369062,9.234507132630952
PGC,Tổng Công ty Gas Petrolimex - CTCP,HOSE,"Ga, nước & dịch vụ công cộng gia dụng",Dịch vụ tiện ích,-0.028,1.1876,-0.5271,-0.1057,0.0184,0.0126,0.0102,784410705000,0.9472,0.0638,0.1511,4967,-0.0091,271.1056,4733152150,0.8088,0.0405,-1.4268,-0.0057,38.0107,94.1083,6.013,5.063,11.076,88.924,79.053,0,20.947,0.5281,-0.5004,-0.1497,-0.6912,-0.6236,52.37,5.8917,41.7383,0.1538,2000,0.202,2108.3566,6.1659,-0.0091,-0.5271,1.3178,1.5762,51992000,0,13250,250,0.019230769230769162,315000000,23870,-0.5788043478260869,-0.91762929732994,-0.18636782315013817,0.2580706418533992,13.45,14.07,13.08,12.49,12.100189114396246,16.04371088560381
PGN,Công ty cổ phần Phụ Gia Nhựa,HNX,Hóa chất,Hóa chất,0.1703,1.1719,-0.1679,-0.1341,0.0557,0.0646,0.0949,41910000000,1.0263,0.0834,0.1942,362,0.9589,653.3183,743485000,0.1378,0.0537,4.4074,0.3523,11.246,99.3061,0,56.242,56.242,43.758,48.758,0,51.242,-0.277,0.5191,1.1919,-0.666,-0.0508,0,0.6939,99.3061,,,0.1092,2202.7742,5.7655,,-0.1679,1.7014,1.5528,0,0,13200,500,0.03937007874015741,2036500000.0000002,157900,0.38679079571403485,1.4243820052203287,-0.1093117408906883,0.5992246183668524,11.99,11.07,11.14,10.63,8.800991405921952,13.339008594078049
PHC,Công ty Cổ phần Xây dựng Phục Hưng Holdings,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.1776,0.7622,-0.9707,-0.7618,-0.1036,0.11,-0.0187,276793795000,0.6743,0.0199,0.1205,3890,0.0379,16.2499,2217535445,1.9745,0.0151,1.065,-0.0185,13.9454,99.8715,5.157,32.946,38.103,61.897,23.86,0,76.14,0.3034,-0.7213,-0.1556,-0.6118,-0.6996,0,0.1285,99.8715,,,0.0854,2178.8783,4.9337,-0.0564,-0.9707,1.1307,1.3178,0,0,11300,550.0000000000007,0.051162790697674376,2761000000,247890,0.1685538386114438,0.22276838234387375,-0.09599999999999995,0.1770833333333334,11.05,10.89,10.22,10.83,10.152057956055765,11.622942043944244
PHR,Công ty Cổ phần Cao su Phước Hòa ,HOSE,Hóa chất,Hóa chất,-1,2.4591,2.5268,-0.5339,0.0499,,-0.0524,6734310140600,2.4283,0.1023,0.2028,3969,-1,1522.7983,63046598450,4.8574,0.3692,38.4033,,,89.6185,0.103,0.247,0.35,99.65,66.617,0,33.383,1.1033,0.8634,1.2889,-0.3236,1.2459,66.62,10.3815,22.9985,0.0604,3000,0.2398,4256.8266,11.6754,,,2.8699,0.2771,1792970000,238560000,51500,1799.9999999999973,0.03621730382293764,41597000000,821540,0.04941662174556183,-0.3203071416811383,-0.26404390013861695,0.5606060606060606,51.15,51.57,48.36,47.09,48.17717921871678,54.95782078128324
PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,HNX,Hóa chất,Hóa chất,-0.0426,0.7744,-0.3437,-0.2423,0.0131,-0.0022,0.1007,1203883733400,0.8988,0.0271,0.0959,4934,-0.0512,295.1788,3529352110,-0.2429,0.0213,2.4262,-0.0803,-77.3629,99.1554,0.304,0.727,1.031,98.969,79.073,0.002,20.925,0.7309,-0.5064,0.0824,-0.4437,-0.1687,0,0.8446,99.1554,,,0.1436,1551.8248,9.6016,-0.0512,-0.3437,1.0909,1.2755,75350000,0,15200,299.9999999999989,0.020134228187919323,1066380000,70800,-0.37837427312373073,-0.6813282669929002,-0.14124293785310738,0.43396226415094336,15.2,15.57,16.19,13.4,14.192429929442392,16.957570070557587
PLP,Công ty cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,HOSE,Khai thác mỏ,Tài nguyên,1.0222,0.7154,-0.4625,0.0547,0.0312,0.5721,0.1105,272500000000,0.6668,0.0552,0.1303,1044,-0.1588,506.5462,9196025490,-0.1674,0.0367,,0.6381,2.819,92.9043,2.2,25.084,27.284,72.716,46.725,0,53.275,0.6194,0.3301,-0.0875,-0.6919,-0.3654,0,7.0957,92.9043,,,0.101,2078.7226,5.2436,-0.5994,-0.4625,1.0401,1.5055,0,0,10150,-750,-0.06880733944954132,8783000000,832860,-0.3058505052390843,0.05898441200273874,-0.22813688212927755,0.8255395683453238,11.55,10.75,9.21,9.65,8.066574061310948,13.440425938689046
