Year,Quarter,Gross written premium,Reinsurance premium assumed,Deductions,Reinsurance premium ceded,Premium deductions,Premium returns,Other deductions,Increase in unearned premium reserve and techinical reserve,Commission on reinsurance ceded,Other income,Income on reinsurance assumed,Income on reinsurance ceded,Income from other acitvites,Net sales from insurance business,Claim and maturity payment expenses,Claim expenses for reinsurance assumed,Deductions,Recoveries form reinsurance ceded,Subrogation recoveries,Salvages,Claim expenses on retained risks,Claim expenses using catastrophe reserve,Increase/(decrease) in claim reserve,Provision for catastrophe reserve,Other insurance operating expenses,Other underwriting expenses,Commissions,Expense of recourse against the third party,Expense of handling fully-indemnified goods,Risk minimization expenses,"Loss adjusting fee, risk assessment",Others,Other reinsurance assumed expenses,Other reinsurance ceded expenses,Other direct insurance operating expenses,Total direct insurance operating expenses,Gross insurance operating profit,Income from banking activities,Expenses from banking activities,Net operating income from banking activities,Revenue from other activities,Expenses from other activities,Net operating income from other activities,Selling expenses,General and administrative expenses,General and administrative expenses of insurance operation,General and administrative expenses of banking operation,General and administrative expenses of others operation,Net operating profit from insurance operation,Net profit from bank operation,Net profit from others operation,Income from financial activites,of which: interest expenses,Profit from financial activities,Other incomes,Other expenses,Net other profit,Shares of the profit of associates and joint ventures,Profit before tax,Equalisation reserve,Enterprise income tax for the year,Profit after tax,Minority Interest,Net profit attributable to shareholders of the group,Earnings per share
2017,2,314681086381,450476830,-14691688916,-16495638962,1803950046,0,0,0,3680400037,42977795,0,0,42977795,288163378038,-71749369855,0,372965090,0,372965090,0,-68745556690,0,-515185158,-2986359243,-73432044440,-73432044440,-50272280723,0,0,0,0,-23159763717,0,0,0,-145679145531,142484232507,0,0,0,0,0,0,0,-103446418978,-103446418978,0,0,39037813529,0,0,19116787105,-21675802,19095111303,45123378,-4592000,40531378,0,58173456210,0,-11652691242,46520764968,0,46520764968,0
2017,3,285100407903,10066799,-12974837761,-13757402702,782564941,0,0,0,3179378340,4004090,0,0,4004090,272034466212,-87605531908,0,88559272,0,88559272,0,-85978802418,0,2286978835,-2713384187,-68753275645,-68753275645,-47341717538,0,0,0,0,-21411558107,0,0,0,-155158483415,116875982797,0,0,0,0,0,0,0,-72530250447,-72530250447,0,0,44345732350,0,0,20638433091,-11087273,20627345818,136975814,-2778884,134196930,0,65107275098,0,-13030455020,52076820078,0,52076820078,0
2017,4,335303537200,210152792,-15930730721,-18580141644,2649410923,0,0,0,3496585860,2343422325,0,0,2343422325,178482357588,-101740583631,0,776593797,0,776593797,0,-90648222940,0,10749252457,-3169335488,-58588130085,-58588130085,-21088167914,0,0,0,0,-37499962171,0,0,0,-141656436056,36825921532,0,0,0,0,0,0,0,-79074369837,-79074369837,0,0,-42248448305,0,0,21723051590,-7233746,21715817844,181561343,-14702304,166859039,0,-20365771422,0,4064154285,-16301617137,0,-16301617137,0
2018,1,324706104855,-361831710,-10264722229,-10358810808,94088579,0,0,0,2523907965,21290636,0,0,21290636,283471199138,-68189878842,0,3104600,0,3104600,0,-66580946269,0,-25822158393,-3139854622,-65321323690,-65321323690,-43812113993,0,0,0,0,-21509209697,0,0,0,-160864282974,122606916164,0,0,0,0,0,0,0,-91657186010,-91657186010,0,0,30949730154,0,0,21796421020,-13630778,21782790242,244286367,-600,244285767,0,52976806163,0,-10604361233,42372444930,0,42372444930,0
2018,2,367079317648,45636604,-18673451529,-21016530476,2343078947,0,0,0,4677260868,22406587,0,0,22406587,323220000425,-98434440492,0,84704100,0,84704100,0,-96408663865,0,19084963243,-3461084240,-84840722906,-84840722906,-56179330428,0,0,0,0,-28661392478,0,0,0,-165625507768,157594492657,0,0,0,0,0,0,0,-113499893153,-113499893153,0,0,44094599504,0,0,23131054562,-10607743,23120446819,2873108,-5217672,-2344564,0,67212701759,0,-13452583802,53760117957,0,53760117957,0
2018,3,350335223329,255218732,-12982375084,-16717938831,3735563747,0,0,0,3327117871,815700725,0,0,815700725,260525097419,-80033035058,0,126112049,0,126112049,0,-78394087908,0,-10620721116,-3338725031,-71619161201,-71619161201,-44698850136,0,0,0,0,-26920311065,0,0,0,-163972695256,96552402163,0,0,0,0,0,0,0,-87110072455,-87110072455,0,0,9442329708,0,0,24970770825,-8670000,24962100825,57752899,-45429498,12323401,0,34416753934,0,-6901436527,27515317407,0,27515317407,0
2018,4,371310018013,57285478,-21764716843,-23694272094,1929555251,0,0,0,5232105402,30641090,0,0,30641090,363549978353,-94179946152,0,173587236,0,173587236,0,-92271012730,0,-15827813981,-3476730314,-101900587926,-101900587926,-59542156085,0,0,0,0,-42358431841,0,0,0,-213476144951,150073833402,0,0,0,0,0,0,0,-116424478279,-116424478279,0,0,33649355123,0,0,26631139953,-10962419,26620177534,137793340,-1200,137792140,0,60407324797,0,-12090464959,48316859838,0,48316859838,0
2019,1,414717392052,67079987,-16061368999,-17958571744,1897202745,0,0,0,3589656427,20180400,0,0,20180400,338219967978,-80288591929,0,2000000,0,2000000,0,-79421338819,0,758834406,-3968259002,-83837324758,-83837324758,-54221357736,0,0,0,0,-29615967022,0,0,0,-166468088173,171751879805,0,0,0,0,0,0,0,-120213283680,-120213283680,0,0,51538596125,0,0,27198337059,-5899726,27192437333,60032226,-20346044,39686182,0,78770719640,0,-15767213137,63003506503,0,63003506503,0
2019,2,457597414173,165104664,-25898318413,-25703815728,-194502685,0,0,0,6664434487,54400085,0,0,54400085,399661002067,-92333401767,0,23041168,0,23041168,0,-91558592265,0,1994089864,-4320587034,-102740479456,-102740479456,-69429184937,0,0,0,0,-33311294519,0,0,0,-196625568891,203035433176,0,0,0,0,0,0,0,-143700754903,-143700754903,0,0,59334678273,0,0,29371048988,-5689454,29365359534,231281459,-7142537,224138922,0,88924176729,0,-17795263853,71128912876,0,71128912876,3641
2019,3,403951061292,-39268859,-21444164828,-24146011758,2701846930,0,0,0,5263839390,26334228,0,0,26334228,352160766969,-96023217450,-113707006,953810227,0,953810227,0,-91623604969,0,1568676209,-3797657802,-95070503711,-95070503711,-61453796252,0,0,0,0,-33616707459,0,0,0,-188923090273,163237676696,0,0,0,0,0,0,0,-102226064904,-102226064904,0,0,61011611792,0,0,31267306044,-6925643,31260380401,5985921,-4185,5981736,0,92277973929,0,-18464595623,73813378306,0,73813378306,0
2019,4,466203194947,24959993,-23522639621,-24617947586,1095307965,0,0,0,5954029147,43285674,0,0,43285674,359976848074,-117697949041,0,516161109,0,516161109,0,-110432587428,0,-7912623243,-4416102078,-116289115704,-116289115704,-59348611183,0,0,0,0,-56940504521,0,0,0,-239050428453,120926419621,0,0,0,0,0,0,0,-111269494517,-111269494517,0,0,9656925104,0,0,33434494164,-38226970,33396267194,271753009,0,271753009,0,43324945307,0,-8673989061,34650956246,0,34650956246,0
2020,1,473049097744,219543078,-24719751373,-21723599614,-2996151759,0,0,0,5887142033,2922561423,0,0,2922561423,396343011977,-95900000103,-478186376,146749809,0,146749809,0,-94206608713,0,-8642202931,-4515450412,-97153184564,-97153184564,-59736321638,0,0,0,0,-37416862926,0,0,0,-204517446620,191825565357,0,0,0,0,0,0,0,-123280889297,-123280889297,0,0,68544676060,0,0,33385705822,-16635296,33369070526,587404214,-171169618,416234596,0,102329981182,0,-20509230160,81820751022,0,81820751022,0
2020,2,338826239611,13337472,-16844377841,-13547214867,-3297162974,0,0,0,4147308328,29617098,0,0,29617098,300441520921,-72847863516,0,144760000,0,144760000,0,-72154627973,0,-1082220568,-3084228609,-83962944673,-83962944673,-56009445423,0,0,0,0,-27953499250,0,0,0,-160284021823,140157499098,0,0,0,0,0,0,0,-84360587099,-84360587099,0,0,55796911999,0,0,23051142938,-13125750,23038017188,301448318,0,301448318,0,79136377505,0,-14534326042,64602051463,0,64602051463,0
